document_id,transform_number,origin_class,generation_channel,median_baseline,score_seed1,score_seed2,score_seed3,n_valid,median_transformed,delta_judge,range_transformed,status
human_seo_labrika_0002,16,H,,75.0,75,75,68,3,75.0,0.0,7,applied_no_change
nemotron_b012_P1_r1,16,A,nemotron,55.0,68,68,65,3,68.0,13.0,3,ok
nemotron_b015_P3_r2,16,A,nemotron,65.0,65,65,65,3,65.0,0.0,0,ok
nemotron_b016_P1_r1,16,A,nemotron,68.0,68,65,68,3,68.0,0.0,3,ok
nemotron_b022_P3_r2,16,A,nemotron,68.0,75,68,65,3,68.0,0.0,10,ok
nemotron_b028_P1_r2,16,A,nemotron,65.0,55,68,65,3,65.0,0.0,13,ok
nemotron_b033_P2_r2,16,A,nemotron,68.0,68,78,75,3,75.0,7.0,10,ok
nemotron_b038_P1_r2,16,A,nemotron,65.0,68,65,68,3,68.0,3.0,3,ok
real_claude_b015_P2_r1,16,A,real_claude,68.0,75,65,68,3,68.0,0.0,10,ok
real_claude_b018_P3_r2,16,A,real_claude,65.0,65,68,65,3,65.0,0.0,3,applied_no_change
real_claude_b024_P1_r2,16,A,real_claude,68.0,65,65,65,3,65.0,-3.0,0,ok
real_claude_b025_P2_r1,16,A,real_claude,65.0,75,68,68,3,68.0,3.0,7,ok
real_claude_b034_P2_r2,16,A,real_claude,65.0,65,65,65,3,65.0,0.0,0,ok
real_claude_b040_P3_r2,16,A,real_claude,65.0,65,68,65,3,65.0,0.0,3,applied_no_change
real_claude_b042_P3_r2,16,A,real_claude,65.0,65,68,65,3,65.0,0.0,3,applied_no_change
real_claude_b045_P3_r1,16,A,real_claude,65.0,65,68,65,3,65.0,0.0,3,applied_no_change
