document_id,origin_class,generation_channel,nll,scored_tokens,n_windows,expected_tokens,provenance
human_hard_rusltc_0049,H,,2.662249,2440,4,2440,унаследовано из nll-v1
human_hard_rusltc_0050,H,,3.081037,2198,4,2198,унаследовано из nll-v1
human_hard_rusltc_0051,H,,3.167077,2563,5,2563,унаследовано из nll-v1
human_hard_rusltc_0052,H,,2.529876,5407,10,5407,унаследовано из nll-v1
human_hard_rusltc_0053,H,,2.776060,3052,5,3052,унаследовано из nll-v1
human_hard_rusltc_0054,H,,2.712274,2528,4,2528,унаследовано из nll-v1
human_hard_rusltc_0055,H,,2.648841,1106,2,1106,унаследовано из nll-v1
human_hard_rusltc_0056,H,,2.724404,901,1,901,унаследовано из nll-v1
human_hard_rusltc_0057,H,,2.671161,1452,2,1452,унаследовано из nll-v1
human_hard_rusltc_0058,H,,2.917803,1187,2,1187,унаследовано из nll-v1
human_hard_rusltc_0059,H,,2.752043,1327,2,1327,унаследовано из nll-v1
human_hard_rusltc_0060,H,,3.074755,1198,2,1198,унаследовано из nll-v1
human_hard_rusltc_0061,H,,3.156839,1382,2,1382,унаследовано из nll-v1
human_hard_rusltc_0062,H,,3.106924,1305,2,1305,унаследовано из nll-v1
human_hard_rusltc_0063,H,,3.104980,2840,5,2840,унаследовано из nll-v1
human_hard_rusltc_0064,H,,3.137831,1447,2,1447,унаследовано из nll-v1
human_hard_rusltc_0065,H,,2.609191,1310,2,1310,унаследовано из nll-v1
human_hard_rusltc_0066,H,,2.559724,4340,8,4340,унаследовано из nll-v1
human_hard_rusltc_0067,H,,2.835115,1874,3,1874,унаследовано из nll-v1
human_hard_rusltc_0068,H,,2.655230,1404,2,1404,унаследовано из nll-v1
human_hard_rusltc_0069,H,,2.737625,1629,3,1629,унаследовано из nll-v1
human_hard_rusltc_0070,H,,2.358481,1165,2,1165,унаследовано из nll-v1
human_hard_rusltc_0071,H,,2.474901,1102,2,1102,унаследовано из nll-v1
human_hard_rusltc_0072,H,,3.300100,1069,2,1069,унаследовано из nll-v1
human_hard_rusltc_0073,H,,3.063622,2242,4,2242,унаследовано из nll-v1
human_news_buriy_2014_0001,H,,2.579293,1895,3,1895,унаследовано из nll-v1
human_news_buriy_2014_0002,H,,2.835142,1028,2,1028,унаследовано из nll-v1
human_news_buriy_2014_0003,H,,3.051190,1250,2,1250,унаследовано из nll-v1
human_news_buriy_2014_0004,H,,2.918107,1115,2,1115,унаследовано из nll-v1
human_news_buriy_2014_0005,H,,2.902974,1119,2,1119,унаследовано из nll-v1
human_news_buriy_2014_0006,H,,3.159267,2500,4,2500,унаследовано из nll-v1
human_news_buriy_2014_0007,H,,3.063487,6246,12,6246,унаследовано из nll-v1
human_news_buriy_2014_0008,H,,2.391858,1369,2,1369,унаследовано из nll-v1
human_news_buriy_2014_0009,H,,2.803550,1535,2,1535,унаследовано из nll-v1
human_news_buriy_2014_0010,H,,1.901773,1178,2,1178,унаследовано из nll-v1
human_news_buriy_2014_0011,H,,2.581402,1969,3,1969,унаследовано из nll-v1
human_news_buriy_2014_0012,H,,2.511353,1146,2,1146,унаследовано из nll-v1
human_news_buriy_2014_0013,H,,3.244122,1716,3,1716,унаследовано из nll-v1
human_news_buriy_2014_0014,H,,3.147321,1841,3,1841,унаследовано из nll-v1
human_news_buriy_2014_0015,H,,2.117927,1267,2,1267,унаследовано из nll-v1
human_news_buriy_2014_0016,H,,2.420859,1849,3,1849,унаследовано из nll-v1
human_news_buriy_2014_0017,H,,2.307102,1911,3,1911,унаследовано из nll-v1
human_news_buriy_2014_0018,H,,2.599545,3517,6,3517,унаследовано из nll-v1
human_news_buriy_2014_0019,H,,2.279840,1439,2,1439,унаследовано из nll-v1
human_news_buriy_2014_0020,H,,2.913632,1098,2,1098,унаследовано из nll-v1
human_news_buriy_2014_0021,H,,2.630051,1571,3,1571,унаследовано из nll-v1
human_news_buriy_2014_0022,H,,2.879139,1888,3,1888,унаследовано из nll-v1
human_news_buriy_2014_0023,H,,2.604921,1231,2,1231,унаследовано из nll-v1
human_news_buriy_2014_0024,H,,2.369782,2550,4,2550,унаследовано из nll-v1
human_news_buriy_2014_0025,H,,3.112199,2181,4,2181,унаследовано из nll-v1
human_news_buriy_2014_0026,H,,2.584801,2998,5,2998,унаследовано из nll-v1
human_news_buriy_2014_0027,H,,2.947762,1169,2,1169,унаследовано из nll-v1
human_news_buriy_2014_0028,H,,2.929116,1191,2,1191,унаследовано из nll-v1
human_news_buriy_2014_0029,H,,2.556957,1068,2,1068,унаследовано из nll-v1
human_news_buriy_2014_0030,H,,3.340316,1378,2,1378,унаследовано из nll-v1
human_news_buriy_2014_0031,H,,2.927749,2897,5,2897,унаследовано из nll-v1
human_news_buriy_2014_0032,H,,2.707755,5436,10,5436,унаследовано из nll-v1
human_news_buriy_2014_0033,H,,2.933582,2840,5,2840,унаследовано из nll-v1
human_news_buriy_2014_0034,H,,2.498666,1800,3,1800,унаследовано из nll-v1
human_news_buriy_2014_0035,H,,2.510226,1281,2,1281,унаследовано из nll-v1
human_news_buriy_2014_0036,H,,3.254327,2002,3,2002,унаследовано из nll-v1
human_news_buriy_2014_0037,H,,3.187598,1152,2,1152,унаследовано из nll-v1
human_news_buriy_2014_0038,H,,2.771477,1983,3,1983,унаследовано из nll-v1
human_news_buriy_2014_0039,H,,2.936899,1683,3,1683,унаследовано из nll-v1
human_news_buriy_2014_0040,H,,2.267317,1838,3,1838,унаследовано из nll-v1
human_news_buriy_2014_0041,H,,2.965220,1212,2,1212,унаследовано из nll-v1
human_news_buriy_2014_0042,H,,2.406598,1760,3,1760,унаследовано из nll-v1
human_news_buriy_2014_0043,H,,2.815664,2504,4,2504,унаследовано из nll-v1
human_news_buriy_2014_0044,H,,2.668433,1403,2,1403,унаследовано из nll-v1
human_news_buriy_2014_0045,H,,1.708572,1674,3,1674,унаследовано из nll-v1
human_news_buriy_2014_0046,H,,3.014117,1218,2,1218,унаследовано из nll-v1
human_news_buriy_2014_0047,H,,2.731156,1787,3,1787,унаследовано из nll-v1
human_news_buriy_2014_0048,H,,2.532682,1011,1,1011,унаследовано из nll-v1
human_news_buriy_2014_0049,H,,2.266496,1273,2,1273,унаследовано из nll-v1
human_news_buriy_2014_0050,H,,2.425030,2561,5,2561,унаследовано из nll-v1
human_news_buriy_2014_0051,H,,2.414981,1423,2,1423,унаследовано из nll-v1
human_news_buriy_2014_0052,H,,2.897731,1360,2,1360,унаследовано из nll-v1
human_news_buriy_2014_0053,H,,2.711961,1518,2,1518,унаследовано из nll-v1
human_news_buriy_2014_0054,H,,2.794340,1366,2,1366,унаследовано из nll-v1
human_news_buriy_2014_0055,H,,2.438596,1888,3,1888,унаследовано из nll-v1
human_news_buriy_2014_0056,H,,3.067935,2248,4,2248,унаследовано из nll-v1
human_news_buriy_2014_0057,H,,2.313100,1556,3,1556,унаследовано из nll-v1
human_news_buriy_2014_0058,H,,2.688542,1761,3,1761,унаследовано из nll-v1
human_news_buriy_2014_0059,H,,2.483005,1075,2,1075,унаследовано из nll-v1
human_news_buriy_2014_0060,H,,2.502132,1139,2,1139,унаследовано из nll-v1
human_news_gazeta_0001,H,,2.912401,1477,2,1477,унаследовано из nll-v1
human_news_gazeta_0002,H,,2.800403,1162,2,1162,унаследовано из nll-v1
human_news_gazeta_0003,H,,2.846208,1075,2,1075,унаследовано из nll-v1
human_news_gazeta_0004,H,,2.706664,997,1,997,унаследовано из nll-v1
human_news_gazeta_0005,H,,2.834831,1107,2,1107,унаследовано из nll-v1
human_news_gazeta_0006,H,,2.636412,1876,3,1876,унаследовано из nll-v1
human_news_gazeta_0007,H,,2.779471,1068,2,1068,унаследовано из nll-v1
human_news_gazeta_0008,H,,2.549425,1322,2,1322,унаследовано из nll-v1
human_news_gazeta_0009,H,,2.691819,1076,2,1076,унаследовано из nll-v1
human_news_gazeta_0010,H,,2.729703,1478,2,1478,унаследовано из nll-v1
human_news_gazeta_0011,H,,2.742304,1023,1,1023,унаследовано из nll-v1
human_news_gazeta_0012,H,,2.686400,1484,2,1484,унаследовано из nll-v1
human_news_gazeta_0013,H,,2.604805,1483,2,1483,унаследовано из nll-v1
human_news_gazeta_0014,H,,2.317513,1226,2,1226,унаследовано из nll-v1
human_news_gazeta_0015,H,,2.640584,1316,2,1316,унаследовано из nll-v1
human_news_gazeta_0016,H,,2.635899,1643,3,1643,унаследовано из nll-v1
human_news_gazeta_0017,H,,2.692044,1087,2,1087,унаследовано из nll-v1
human_news_gazeta_0018,H,,2.998963,1709,3,1709,унаследовано из nll-v1
human_news_gazeta_0019,H,,2.747998,1612,3,1612,унаследовано из nll-v1
human_news_gazeta_0020,H,,2.441546,1069,2,1069,унаследовано из nll-v1
human_news_gazeta_0021,H,,2.820395,1050,2,1050,унаследовано из nll-v1
human_news_gazeta_0022,H,,2.609742,1258,2,1258,унаследовано из nll-v1
human_news_gazeta_0023,H,,2.551636,1331,2,1331,унаследовано из nll-v1
human_news_gazeta_0024,H,,2.456817,1277,2,1277,унаследовано из nll-v1
human_news_gazeta_0025,H,,2.483519,1266,2,1266,унаследовано из nll-v1
human_news_gazeta_0026,H,,2.862489,1073,2,1073,унаследовано из nll-v1
human_news_gazeta_0027,H,,2.724890,1179,2,1179,унаследовано из nll-v1
human_news_gazeta_0028,H,,2.682133,1039,2,1039,унаследовано из nll-v1
human_news_gazeta_0029,H,,2.678709,1543,3,1543,унаследовано из nll-v1
human_news_gazeta_0030,H,,2.615148,1168,2,1168,унаследовано из nll-v1
human_news_gazeta_0031,H,,2.431371,1327,2,1327,унаследовано из nll-v1
human_news_gazeta_0032,H,,2.771900,1079,2,1079,унаследовано из nll-v1
human_news_gazeta_0033,H,,2.700112,1357,2,1357,унаследовано из nll-v1
human_news_gazeta_0034,H,,2.966074,1328,2,1328,унаследовано из nll-v1
human_news_gazeta_0035,H,,2.596753,1301,2,1301,унаследовано из nll-v1
human_news_gazeta_0036,H,,2.548752,1092,2,1092,унаследовано из nll-v1
human_news_gazeta_0037,H,,2.617401,1085,2,1085,унаследовано из nll-v1
human_news_gazeta_0038,H,,2.726570,1218,2,1218,унаследовано из nll-v1
human_news_gazeta_0039,H,,2.880085,1670,3,1670,унаследовано из nll-v1
human_news_gazeta_0040,H,,2.576308,1217,2,1217,унаследовано из nll-v1
human_news_gazeta_0041,H,,2.489635,1517,2,1517,унаследовано из nll-v1
human_news_gazeta_0042,H,,2.795074,1671,3,1671,унаследовано из nll-v1
human_news_gazeta_0043,H,,2.672677,1252,2,1252,унаследовано из nll-v1
human_news_gazeta_0044,H,,2.511040,1028,2,1028,унаследовано из nll-v1
human_news_gazeta_0045,H,,2.625773,1477,2,1477,унаследовано из nll-v1
human_news_gazeta_0046,H,,2.676906,1468,2,1468,унаследовано из nll-v1
human_news_gazeta_0047,H,,2.851704,1105,2,1105,унаследовано из nll-v1
human_news_gazeta_0048,H,,2.770034,1009,1,1009,унаследовано из nll-v1
human_news_gazeta_0049,H,,2.754994,1112,2,1112,унаследовано из nll-v1
human_news_gazeta_0050,H,,2.705141,1461,2,1461,унаследовано из nll-v1
human_news_gazeta_0051,H,,2.718174,1247,2,1247,унаследовано из nll-v1
human_news_gazeta_0052,H,,2.813851,1486,2,1486,унаследовано из nll-v1
human_news_gazeta_0053,H,,2.592086,1069,2,1069,унаследовано из nll-v1
human_news_gazeta_0054,H,,2.670014,1430,2,1430,унаследовано из nll-v1
human_news_gazeta_0055,H,,2.786279,1667,3,1667,унаследовано из nll-v1
human_news_gazeta_0056,H,,2.275564,1103,2,1103,унаследовано из nll-v1
human_news_gazeta_0057,H,,2.903326,1539,3,1539,унаследовано из nll-v1
human_news_gazeta_0058,H,,2.649459,1223,2,1223,унаследовано из nll-v1
human_news_gazeta_0059,H,,2.761346,1041,2,1041,унаследовано из nll-v1
human_news_gazeta_0060,H,,2.768181,1412,2,1412,унаследовано из nll-v1
human_news_lenta_0001,H,,2.672448,1060,2,1060,унаследовано из nll-v1
human_news_lenta_0002,H,,2.688239,1196,2,1196,унаследовано из nll-v1
human_news_lenta_0004,H,,2.633937,1212,2,1212,унаследовано из nll-v1
human_news_lenta_0007,H,,2.140626,2062,4,2062,унаследовано из nll-v1
human_news_lenta_0009,H,,1.741258,1543,3,1543,унаследовано из nll-v1
human_news_lenta_0010,H,,1.788289,2153,4,2153,унаследовано из nll-v1
human_news_lenta_0012,H,,2.564941,1213,2,1213,унаследовано из nll-v1
human_news_lenta_0013,H,,2.434945,1158,2,1158,унаследовано из nll-v1
human_news_lenta_0014,H,,3.158195,1180,2,1180,унаследовано из nll-v1
human_news_lenta_0015,H,,2.631880,1154,2,1154,унаследовано из nll-v1
human_news_lenta_0016,H,,2.354553,1673,3,1673,унаследовано из nll-v1
human_news_lenta_0017,H,,2.139654,2218,4,2218,унаследовано из nll-v1
human_news_lenta_0018,H,,2.284253,1282,2,1282,унаследовано из nll-v1
human_news_lenta_0021,H,,2.966679,1242,2,1242,унаследовано из nll-v1
human_news_lenta_0022,H,,2.987514,1569,3,1569,унаследовано из nll-v1
human_news_lenta_0023,H,,2.503817,1067,2,1067,унаследовано из nll-v1
human_news_lenta_0024,H,,2.574266,1079,2,1079,унаследовано из nll-v1
human_news_lenta_0027,H,,2.494515,1058,2,1058,унаследовано из nll-v1
human_news_lenta_0029,H,,2.700827,1237,2,1237,унаследовано из nll-v1
human_news_lenta_0034,H,,2.510652,1181,2,1181,унаследовано из nll-v1
human_news_lenta_0036,H,,2.790809,1129,2,1129,унаследовано из nll-v1
human_news_lenta_0039,H,,1.506425,1828,3,1828,унаследовано из nll-v1
human_news_lenta_0040,H,,2.581959,1472,2,1472,унаследовано из nll-v1
human_news_lenta_0041,H,,2.413180,1055,2,1055,унаследовано из nll-v1
human_news_lenta_0042,H,,2.196051,1378,2,1378,унаследовано из nll-v1
human_news_lenta_0044,H,,2.211246,1129,2,1129,унаследовано из nll-v1
human_news_lenta_0045,H,,2.841738,1432,2,1432,унаследовано из nll-v1
human_news_lenta_0046,H,,2.287797,1400,2,1400,унаследовано из nll-v1
human_news_lenta_0049,H,,3.264020,1004,1,1004,унаследовано из nll-v1
human_news_lenta_0051,H,,2.242930,1175,2,1175,унаследовано из nll-v1
human_news_lenta_0053,H,,3.068898,4893,9,4893,унаследовано из nll-v1
human_news_lenta_0055,H,,2.450606,1309,2,1309,унаследовано из nll-v1
human_prose_taiga_arzamas_0001,H,,2.941341,4019,7,4019,унаследовано из nll-v1
human_prose_taiga_arzamas_0002,H,,2.774495,2512,4,2512,унаследовано из nll-v1
human_prose_taiga_arzamas_0003,H,,3.159930,2315,4,2315,унаследовано из nll-v1
human_prose_taiga_arzamas_0004,H,,3.113885,2452,4,2452,унаследовано из nll-v1
human_prose_taiga_arzamas_0005,H,,2.952147,2013,3,2013,унаследовано из nll-v1
human_prose_taiga_arzamas_0006,H,,3.219266,1717,3,1717,унаследовано из nll-v1
human_prose_taiga_arzamas_0007,H,,2.838948,3197,6,3197,унаследовано из nll-v1
human_prose_taiga_arzamas_0008,H,,3.053567,3132,6,3132,унаследовано из nll-v1
human_prose_taiga_arzamas_0009,H,,3.072438,3961,7,3961,унаследовано из nll-v1
human_prose_taiga_arzamas_0010,H,,2.678689,2809,5,2809,унаследовано из nll-v1
human_prose_taiga_arzamas_0011,H,,3.106856,1719,3,1719,унаследовано из nll-v1
human_prose_taiga_arzamas_0012,H,,3.184446,5919,11,5919,унаследовано из nll-v1
human_prose_taiga_arzamas_0013,H,,3.215522,1808,3,1808,унаследовано из nll-v1
human_prose_taiga_arzamas_0014,H,,2.767164,2927,5,2927,унаследовано из nll-v1
human_prose_taiga_arzamas_0015,H,,2.460974,4412,8,4412,унаследовано из nll-v1
human_prose_taiga_arzamas_0016,H,,2.725683,3002,5,3002,унаследовано из nll-v1
human_prose_taiga_arzamas_0017,H,,3.001395,2331,4,2331,унаследовано из nll-v1
human_prose_taiga_arzamas_0018,H,,3.040165,1584,3,1584,унаследовано из nll-v1
human_prose_taiga_arzamas_0019,H,,2.932632,2230,4,2230,унаследовано из nll-v1
human_prose_taiga_arzamas_0020,H,,3.042351,6938,13,6938,унаследовано из nll-v1
human_prose_taiga_arzamas_0021,H,,2.515388,2375,4,2375,унаследовано из nll-v1
human_prose_taiga_arzamas_0022,H,,3.312215,1401,2,1401,унаследовано из nll-v1
human_prose_taiga_arzamas_0023,H,,3.146675,1816,3,1816,унаследовано из nll-v1
human_prose_taiga_arzamas_0024,H,,2.946183,2443,4,2443,унаследовано из nll-v1
human_prose_taiga_arzamas_0025,H,,2.966209,3666,7,3666,унаследовано из nll-v1
human_prose_taiga_arzamas_0026,H,,3.166129,4574,8,4574,унаследовано из nll-v1
human_prose_taiga_arzamas_0027,H,,2.998308,2721,5,2721,унаследовано из nll-v1
human_prose_taiga_arzamas_0028,H,,3.193940,3444,6,3444,унаследовано из nll-v1
human_prose_taiga_arzamas_0029,H,,3.153871,3640,7,3640,унаследовано из nll-v1
human_prose_taiga_arzamas_0030,H,,3.004753,1548,3,1548,унаследовано из nll-v1
human_prose_taiga_arzamas_0031,H,,2.918608,3919,7,3919,унаследовано из nll-v1
human_prose_taiga_arzamas_0032,H,,3.056852,3980,7,3980,унаследовано из nll-v1
human_prose_taiga_arzamas_0033,H,,2.487023,2895,5,2895,унаследовано из nll-v1
human_prose_taiga_arzamas_0034,H,,2.869052,3103,6,3103,унаследовано из nll-v1
human_prose_taiga_arzamas_0035,H,,3.144038,2945,5,2945,унаследовано из nll-v1
human_prose_taiga_arzamas_0036,H,,2.868600,2342,4,2342,унаследовано из nll-v1
human_prose_taiga_arzamas_0037,H,,2.709235,5775,11,5775,унаследовано из nll-v1
human_prose_taiga_arzamas_0038,H,,2.709553,2812,5,2812,унаследовано из nll-v1
human_prose_taiga_arzamas_0039,H,,3.216836,2936,5,2936,унаследовано из nll-v1
human_prose_taiga_arzamas_0040,H,,3.094182,3085,6,3085,унаследовано из nll-v1
human_prose_taiga_arzamas_0041,H,,3.104953,1583,3,1583,унаследовано из nll-v1
human_prose_taiga_arzamas_0042,H,,3.326736,1336,2,1336,унаследовано из nll-v1
human_prose_taiga_arzamas_0043,H,,2.894934,4897,9,4897,унаследовано из nll-v1
human_prose_taiga_arzamas_0044,H,,2.889298,2182,4,2182,унаследовано из nll-v1
human_prose_taiga_arzamas_0045,H,,2.866373,2303,4,2303,унаследовано из nll-v1
human_prose_taiga_arzamas_0046,H,,2.984165,1306,2,1306,унаследовано из nll-v1
human_prose_taiga_arzamas_0047,H,,3.174006,1230,2,1230,унаследовано из nll-v1
human_prose_taiga_arzamas_0048,H,,2.616320,1497,2,1497,унаследовано из nll-v1
human_prose_taiga_arzamas_0049,H,,3.473044,2811,5,2811,унаследовано из nll-v1
human_prose_taiga_arzamas_0050,H,,2.864683,2356,4,2356,унаследовано из nll-v1
human_prose_taiga_arzamas_0051,H,,2.834851,2413,4,2413,унаследовано из nll-v1
human_prose_taiga_arzamas_0052,H,,3.184352,1308,2,1308,унаследовано из nll-v1
human_prose_taiga_arzamas_0053,H,,3.216069,3352,6,3352,унаследовано из nll-v1
human_prose_taiga_arzamas_0054,H,,2.989856,1596,3,1596,унаследовано из nll-v1
human_prose_taiga_arzamas_0055,H,,2.774971,2654,5,2654,унаследовано из nll-v1
human_prose_taiga_arzamas_0056,H,,2.875091,2845,5,2845,унаследовано из nll-v1
human_prose_taiga_arzamas_0057,H,,3.077740,1879,3,1879,унаследовано из nll-v1
human_prose_taiga_arzamas_0058,H,,2.882549,1747,3,1747,унаследовано из nll-v1
human_prose_taiga_arzamas_0059,H,,3.175007,3830,7,3830,унаследовано из nll-v1
human_prose_taiga_arzamas_0060,H,,2.746692,5805,11,5805,унаследовано из nll-v1
human_prose_taiga_magazines_0001,H,,2.929884,2801,5,2801,унаследовано из nll-v1
human_prose_taiga_magazines_0002,H,,4.231084,1956,3,1956,унаследовано из nll-v1
human_prose_taiga_magazines_0003,H,,2.666676,6606,12,6606,унаследовано из nll-v1
human_prose_taiga_magazines_0004,H,,2.997024,5363,10,5363,унаследовано из nll-v1
human_prose_taiga_magazines_0005,H,,2.480897,1863,3,1863,унаследовано из nll-v1
human_prose_taiga_magazines_0006,H,,3.370695,1481,2,1481,унаследовано из nll-v1
human_prose_taiga_magazines_0007,H,,4.114146,1610,3,1610,унаследовано из nll-v1
human_prose_taiga_magazines_0008,H,,3.193229,6743,13,6743,унаследовано из nll-v1
human_prose_taiga_magazines_0009,H,,3.932262,1307,2,1307,унаследовано из nll-v1
human_prose_taiga_magazines_0010,H,,3.095885,2448,4,2448,унаследовано из nll-v1
human_prose_taiga_magazines_0011,H,,3.277974,4944,9,4944,унаследовано из nll-v1
human_prose_taiga_magazines_0012,H,,3.273564,7284,14,7284,унаследовано из nll-v1
human_prose_taiga_magazines_0013,H,,3.294571,1545,3,1545,унаследовано из nll-v1
human_prose_taiga_magazines_0014,H,,3.332218,2366,4,2366,унаследовано из nll-v1
human_prose_taiga_magazines_0015,H,,2.713404,1701,3,1701,унаследовано из nll-v1
human_prose_taiga_magazines_0016,H,,2.962789,7206,14,7206,унаследовано из nll-v1
human_prose_taiga_magazines_0017,H,,3.346402,8355,16,8355,унаследовано из nll-v1
human_prose_taiga_magazines_0018,H,,3.708793,2482,4,2482,унаследовано из nll-v1
human_prose_taiga_magazines_0019,H,,3.346158,2929,5,2929,унаследовано из nll-v1
human_prose_taiga_magazines_0020,H,,3.181586,2173,4,2173,унаследовано из nll-v1
human_prose_taiga_magazines_0021,H,,3.239728,2414,4,2414,унаследовано из nll-v1
human_prose_taiga_magazines_0022,H,,2.579959,2721,5,2721,унаследовано из nll-v1
human_prose_taiga_magazines_0023,H,,3.395256,6524,12,6524,унаследовано из nll-v1
human_prose_taiga_magazines_0024,H,,3.410209,3259,6,3259,унаследовано из nll-v1
human_prose_taiga_magazines_0025,H,,3.061640,5463,10,5463,унаследовано из nll-v1
human_prose_taiga_magazines_0026,H,,3.077302,6640,12,6640,унаследовано из nll-v1
human_prose_taiga_magazines_0027,H,,2.203019,7356,14,7356,унаследовано из nll-v1
human_prose_taiga_magazines_0028,H,,2.944271,2284,4,2284,унаследовано из nll-v1
human_prose_taiga_magazines_0029,H,,3.232862,1153,2,1153,унаследовано из nll-v1
human_prose_taiga_magazines_0030,H,,3.073462,6054,11,6054,унаследовано из nll-v1
human_prose_taiga_magazines_0031,H,,2.934674,4923,9,4923,унаследовано из nll-v1
human_prose_taiga_magazines_0032,H,,3.126770,6433,12,6433,унаследовано из nll-v1
human_prose_taiga_magazines_0033,H,,3.893365,5512,10,5512,унаследовано из nll-v1
human_prose_taiga_magazines_0034,H,,3.151912,4683,9,4683,унаследовано из nll-v1
human_prose_taiga_magazines_0035,H,,3.540267,7371,14,7371,унаследовано из nll-v1
human_prose_taiga_magazines_0036,H,,2.983245,5556,10,5556,унаследовано из nll-v1
human_prose_taiga_magazines_0037,H,,3.553774,2448,4,2448,унаследовано из nll-v1
human_prose_taiga_magazines_0038,H,,3.176431,5467,10,5467,унаследовано из nll-v1
human_prose_taiga_magazines_0039,H,,2.848175,3105,6,3105,унаследовано из nll-v1
human_prose_taiga_magazines_0040,H,,3.493349,6397,12,6397,унаследовано из nll-v1
human_prose_taiga_magazines_0041,H,,3.351618,2997,5,2997,унаследовано из nll-v1
human_prose_taiga_magazines_0042,H,,3.783985,3250,6,3250,унаследовано из nll-v1
human_prose_taiga_magazines_0043,H,,4.320837,1887,3,1887,унаследовано из nll-v1
human_prose_taiga_magazines_0044,H,,2.981850,5144,10,5144,унаследовано из nll-v1
human_prose_taiga_magazines_0045,H,,2.797684,1805,3,1805,унаследовано из nll-v1
human_prose_taiga_magazines_0046,H,,3.365377,8288,16,8288,унаследовано из nll-v1
human_prose_taiga_magazines_0047,H,,3.411673,3449,6,3449,унаследовано из nll-v1
human_prose_taiga_magazines_0048,H,,3.268327,6155,12,6155,унаследовано из nll-v1
human_prose_taiga_magazines_0049,H,,3.728010,2316,4,2316,унаследовано из nll-v1
human_prose_taiga_magazines_0050,H,,2.053984,4525,8,4525,унаследовано из nll-v1
human_prose_taiga_magazines_0051,H,,2.911987,6342,12,6342,унаследовано из nll-v1
human_prose_taiga_magazines_0052,H,,2.866467,8111,15,8111,унаследовано из nll-v1
human_prose_taiga_magazines_0053,H,,3.980711,1337,2,1337,унаследовано из nll-v1
human_prose_taiga_magazines_0054,H,,3.067568,3407,6,3407,унаследовано из nll-v1
human_prose_taiga_magazines_0055,H,,3.039072,4176,8,4176,унаследовано из nll-v1
human_prose_taiga_magazines_0056,H,,4.125286,1769,3,1769,унаследовано из nll-v1
human_prose_taiga_magazines_0057,H,,4.123838,1355,2,1355,унаследовано из nll-v1
human_prose_taiga_magazines_0058,H,,3.494289,4496,8,4496,унаследовано из nll-v1
human_prose_taiga_magazines_0059,H,,4.256787,2060,4,2060,унаследовано из nll-v1
human_prose_taiga_magazines_0060,H,,3.127458,4839,9,4839,унаследовано из nll-v1
human_prose_taiga_proza_0001,H,,3.225970,6464,12,6464,унаследовано из nll-v1
human_prose_taiga_proza_0002,H,,3.008446,1611,3,1611,унаследовано из nll-v1
human_prose_taiga_proza_0003,H,,2.696791,1583,3,1583,унаследовано из nll-v1
human_prose_taiga_proza_0004,H,,3.361364,2901,5,2901,унаследовано из nll-v1
human_prose_taiga_proza_0005,H,,3.134122,1841,3,1841,унаследовано из nll-v1
human_prose_taiga_proza_0006,H,,3.160421,1303,2,1303,унаследовано из nll-v1
human_prose_taiga_proza_0007,H,,3.353692,1335,2,1335,унаследовано из nll-v1
human_prose_taiga_proza_0008,H,,3.342817,3059,5,3059,унаследовано из nll-v1
human_prose_taiga_proza_0009,H,,3.009475,5160,10,5160,унаследовано из nll-v1
human_prose_taiga_proza_0010,H,,2.659345,4578,8,4578,унаследовано из nll-v1
human_prose_taiga_proza_0011,H,,3.478497,2986,5,2986,унаследовано из nll-v1
human_prose_taiga_proza_0012,H,,3.149977,1443,2,1443,унаследовано из nll-v1
human_prose_taiga_proza_0013,H,,2.898756,3641,7,3641,унаследовано из nll-v1
human_prose_taiga_proza_0014,H,,3.383608,1261,2,1261,унаследовано из nll-v1
human_prose_taiga_proza_0015,H,,2.533448,2013,3,2013,унаследовано из nll-v1
human_prose_taiga_proza_0016,H,,2.971874,1339,2,1339,унаследовано из nll-v1
human_prose_taiga_proza_0017,H,,3.392031,1206,2,1206,унаследовано из nll-v1
human_prose_taiga_proza_0018,H,,3.669811,1928,3,1928,унаследовано из nll-v1
human_prose_taiga_proza_0019,H,,2.609139,1724,3,1724,унаследовано из nll-v1
human_prose_taiga_proza_0020,H,,2.924994,1522,2,1522,унаследовано из nll-v1
human_prose_taiga_proza_0021,H,,3.036765,1375,2,1375,унаследовано из nll-v1
human_prose_taiga_proza_0022,H,,3.174467,5221,10,5221,унаследовано из nll-v1
human_prose_taiga_proza_0023,H,,3.058145,7387,14,7387,унаследовано из nll-v1
human_prose_taiga_proza_0024,H,,2.785271,1223,2,1223,унаследовано из nll-v1
human_prose_taiga_proza_0025,H,,3.072554,1270,2,1270,унаследовано из nll-v1
human_prose_taiga_proza_0026,H,,2.458342,1684,3,1684,унаследовано из nll-v1
human_prose_taiga_proza_0027,H,,3.322010,6060,11,6060,унаследовано из nll-v1
human_prose_taiga_proza_0028,H,,3.085618,1272,2,1272,унаследовано из nll-v1
human_prose_taiga_proza_0029,H,,2.963230,3993,7,3993,унаследовано из nll-v1
human_prose_taiga_proza_0030,H,,2.963088,3286,6,3286,унаследовано из nll-v1
human_prose_taiga_proza_0031,H,,2.192745,3049,5,3049,унаследовано из nll-v1
human_prose_taiga_proza_0032,H,,2.935448,1230,2,1230,унаследовано из nll-v1
human_prose_taiga_proza_0033,H,,3.204529,3055,5,3055,унаследовано из nll-v1
