document_id,origin_class,generation_channel,score_seed1,score_seed2,score_seed3,n_valid,median,range,status
human_news_gazeta_0057,H,,75,68,68,3,68.0,7,ok
human_news_gazeta_0058,H,,75,65,68,3,68.0,10,ok
human_news_gazeta_0059,H,,68,65,68,3,68.0,3,ok
human_news_gazeta_0060,H,,65,68,65,3,65.0,3,ok
human_news_lenta_0001,H,,68,65,68,3,68.0,3,ok
human_news_lenta_0002,H,,68,68,68,3,68.0,0,ok
human_news_lenta_0003,H,,75,75,75,3,75.0,0,ok
human_news_lenta_0004,H,,68,65,68,3,68.0,3,ok
human_news_lenta_0005,H,,75,75,75,3,75.0,0,ok
human_news_lenta_0006,H,,75,75,75,3,75.0,0,ok
human_news_lenta_0007,H,,68,75,75,3,75.0,7,ok
human_news_lenta_0008,H,,75,75,75,3,75.0,0,ok
human_news_lenta_0009,H,,68,75,75,3,75.0,7,ok
human_news_lenta_0010,H,,75,75,75,3,75.0,0,ok
human_news_lenta_0011,H,,75,75,75,3,75.0,0,ok
human_news_lenta_0012,H,,68,75,75,3,75.0,7,ok
human_news_lenta_0013,H,,65,68,65,3,65.0,3,ok
human_news_lenta_0014,H,,75,68,68,3,68.0,7,ok
human_news_lenta_0015,H,,75,78,75,3,75.0,3,ok
human_news_lenta_0016,H,,75,65,68,3,68.0,10,ok
human_news_lenta_0017,H,,68,78,75,3,75.0,10,ok
human_news_lenta_0018,H,,65,68,65,3,65.0,3,ok
human_news_lenta_0019,H,,75,75,75,3,75.0,0,ok
human_news_lenta_0020,H,,75,75,75,3,75.0,0,ok
human_news_lenta_0021,H,,75,68,68,3,68.0,7,ok
human_news_lenta_0022,H,,65,68,65,3,65.0,3,ok
human_news_lenta_0023,H,,68,75,75,3,75.0,7,ok
human_news_lenta_0024,H,,75,75,75,3,75.0,0,ok
human_news_lenta_0025,H,,75,75,75,3,75.0,0,ok
human_news_lenta_0026,H,,75,75,75,3,75.0,0,ok
human_news_lenta_0027,H,,75,75,75,3,75.0,0,ok
human_news_lenta_0028,H,,75,75,75,3,75.0,0,ok
human_news_lenta_0029,H,,75,75,75,3,75.0,0,ok
human_news_lenta_0030,H,,75,75,75,3,75.0,0,ok
human_news_lenta_0031,H,,85,75,75,3,75.0,10,ok
human_news_lenta_0032,H,,85,75,75,3,75.0,10,ok
human_news_lenta_0033,H,,85,75,75,3,75.0,10,ok
human_news_lenta_0034,H,,75,68,68,3,68.0,7,ok
human_news_lenta_0035,H,,85,75,75,3,75.0,10,ok
human_news_lenta_0036,H,,65,68,65,3,65.0,3,ok
human_news_lenta_0037,H,,85,75,75,3,75.0,10,ok
human_news_lenta_0038,H,,85,75,75,3,75.0,10,ok
human_news_lenta_0039,H,,65,68,65,3,65.0,3,ok
human_news_lenta_0040,H,,75,68,68,3,68.0,7,ok
human_news_lenta_0041,H,,68,65,68,3,68.0,3,ok
human_news_lenta_0042,H,,55,65,65,3,65.0,10,ok
human_news_lenta_0043,H,,75,75,75,3,75.0,0,ok
human_news_lenta_0044,H,,68,65,68,3,68.0,3,ok
human_news_lenta_0045,H,,68,65,68,3,68.0,3,ok
human_news_lenta_0046,H,,68,75,75,3,75.0,7,ok
human_news_lenta_0047,H,,75,75,75,3,75.0,0,ok
human_news_lenta_0048,H,,75,85,85,3,85.0,10,ok
human_news_lenta_0049,H,,65,68,65,3,65.0,3,ok
human_news_lenta_0050,H,,85,75,75,3,75.0,10,ok
human_news_lenta_0051,H,,68,75,75,3,75.0,7,ok
human_news_lenta_0052,H,,85,78,75,3,78.0,10,ok
human_news_lenta_0053,H,,75,75,72,3,75.0,3,ok
human_news_lenta_0054,H,,75,85,85,3,85.0,10,ok
human_news_lenta_0055,H,,68,75,75,3,75.0,7,ok
human_news_lenta_0056,H,,75,75,75,3,75.0,0,ok
human_news_lenta_0057,H,,75,85,85,3,85.0,10,ok
human_news_lenta_0058,H,,85,85,85,3,85.0,0,ok
human_news_lenta_0059,H,,85,75,75,3,75.0,10,ok
human_news_lenta_0060,H,,75,75,75,3,75.0,0,ok
human_prose_taiga_arzamas_0001,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_arzamas_0002,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_arzamas_0003,H,,68,68,65,3,68.0,3,ok
human_prose_taiga_arzamas_0004,H,,55,65,65,3,65.0,10,ok
human_prose_taiga_arzamas_0005,H,,55,68,65,3,65.0,13,ok
human_prose_taiga_arzamas_0006,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_arzamas_0007,H,,65,65,65,3,65.0,0,ok
human_prose_taiga_arzamas_0008,H,,65,65,65,3,65.0,0,ok
human_prose_taiga_arzamas_0009,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_arzamas_0010,H,,75,65,68,3,68.0,10,ok
human_prose_taiga_arzamas_0011,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_arzamas_0012,H,,68,68,65,3,68.0,3,ok
human_prose_taiga_arzamas_0013,H,,75,75,78,3,75.0,3,ok
human_prose_taiga_arzamas_0014,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_arzamas_0015,H,,65,65,65,3,65.0,0,ok
human_prose_taiga_arzamas_0016,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_arzamas_0017,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_arzamas_0018,H,,55,68,65,3,65.0,13,ok
human_prose_taiga_arzamas_0019,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_arzamas_0020,H,,68,,68,2,68.0,0,partial_two_of_three
human_prose_taiga_arzamas_0021,H,,55,65,65,3,65.0,10,ok
human_prose_taiga_arzamas_0022,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_arzamas_0023,H,,65,65,65,3,65.0,0,ok
human_prose_taiga_arzamas_0024,H,,68,65,75,3,68.0,10,ok
human_prose_taiga_arzamas_0025,H,,65,65,65,3,65.0,0,ok
human_prose_taiga_arzamas_0026,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_arzamas_0027,H,,55,65,65,3,65.0,10,ok
human_prose_taiga_arzamas_0028,H,,75,68,68,3,68.0,7,ok
human_prose_taiga_arzamas_0029,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_arzamas_0030,H,,55,68,65,3,65.0,13,ok
human_prose_taiga_arzamas_0031,H,,65,65,65,3,65.0,0,ok
human_prose_taiga_arzamas_0032,H,,75,65,65,3,65.0,10,ok
human_prose_taiga_arzamas_0033,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_arzamas_0034,H,,65,45,45,3,45.0,20,ok
human_prose_taiga_arzamas_0035,H,,65,65,68,3,65.0,3,ok
human_prose_taiga_arzamas_0036,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_arzamas_0037,H,,65,65,65,3,65.0,0,ok
human_prose_taiga_arzamas_0038,H,,55,68,65,3,65.0,13,ok
human_prose_taiga_arzamas_0039,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_arzamas_0040,H,,75,65,68,3,68.0,10,ok
human_prose_taiga_arzamas_0041,H,,65,45,45,3,45.0,20,ok
human_prose_taiga_arzamas_0042,H,,55,65,65,3,65.0,10,ok
human_prose_taiga_arzamas_0043,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_arzamas_0044,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_arzamas_0045,H,,65,65,65,3,65.0,0,ok
human_prose_taiga_arzamas_0046,H,,65,55,55,3,55.0,10,ok
human_prose_taiga_arzamas_0047,H,,45,65,65,3,65.0,20,ok
human_prose_taiga_arzamas_0048,H,,75,68,72,3,72.0,7,ok
human_prose_taiga_arzamas_0049,H,,68,68,65,3,68.0,3,ok
human_prose_taiga_arzamas_0050,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_arzamas_0051,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_arzamas_0052,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_arzamas_0053,H,,45,65,65,3,65.0,20,ok
human_prose_taiga_arzamas_0054,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_arzamas_0055,H,,75,72,68,3,72.0,7,ok
human_prose_taiga_arzamas_0056,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_arzamas_0057,H,,68,78,75,3,75.0,10,ok
human_prose_taiga_arzamas_0058,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_arzamas_0059,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_arzamas_0060,H,,68,68,65,3,68.0,3,ok
human_prose_taiga_magazines_0001,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_magazines_0002,H,,68,78,75,3,75.0,10,ok
human_prose_taiga_magazines_0003,H,,68,72,75,3,72.0,7,ok
human_prose_taiga_magazines_0004,H,,65,65,68,3,65.0,3,ok
human_prose_taiga_magazines_0005,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_magazines_0006,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_magazines_0007,H,,68,78,75,3,75.0,10,ok
human_prose_taiga_magazines_0008,H,,65,65,68,3,65.0,3,ok
human_prose_taiga_magazines_0009,H,,75,68,65,3,68.0,10,ok
human_prose_taiga_magazines_0010,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_magazines_0011,H,,72,65,68,3,68.0,7,ok
human_prose_taiga_magazines_0012,H,,72,68,65,3,68.0,7,ok
human_prose_taiga_magazines_0013,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_magazines_0014,H,,75,65,68,3,68.0,10,ok
human_prose_taiga_magazines_0015,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_magazines_0016,H,,68,68,65,3,68.0,3,ok
human_prose_taiga_magazines_0017,H,,65,65,68,3,65.0,3,ok
human_prose_taiga_magazines_0018,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_magazines_0019,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_magazines_0020,H,,58,68,65,3,65.0,10,ok
human_prose_taiga_magazines_0021,H,,75,68,65,3,68.0,10,ok
human_prose_taiga_magazines_0022,H,,68,78,75,3,75.0,10,ok
human_prose_taiga_magazines_0023,H,,65,65,65,3,65.0,0,ok
human_prose_taiga_magazines_0024,H,,68,78,75,3,75.0,10,ok
human_prose_taiga_magazines_0025,H,,65,65,65,3,65.0,0,ok
human_prose_taiga_magazines_0026,H,,68,72,75,3,72.0,7,ok
human_prose_taiga_magazines_0027,H,,75,65,65,3,65.0,10,ok
human_prose_taiga_magazines_0028,H,,68,75,75,3,75.0,7,ok
human_prose_taiga_magazines_0029,H,,55,48,45,3,48.0,10,ok
human_prose_taiga_magazines_0030,H,,72,65,68,3,68.0,7,ok
human_prose_taiga_magazines_0031,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_magazines_0032,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_magazines_0033,H,,75,75,78,3,75.0,3,ok
human_prose_taiga_magazines_0034,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_magazines_0035,H,,65,78,75,3,75.0,13,ok
human_prose_taiga_magazines_0036,H,,72,65,68,3,68.0,7,ok
human_prose_taiga_magazines_0037,H,,65,65,65,3,65.0,0,ok
human_prose_taiga_magazines_0038,H,,75,75,78,3,75.0,3,ok
human_prose_taiga_magazines_0039,H,,55,65,65,3,65.0,10,ok
human_prose_taiga_magazines_0040,H,,75,65,68,3,68.0,10,ok
human_prose_taiga_magazines_0041,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_magazines_0042,H,,68,78,75,3,75.0,10,ok
human_prose_taiga_magazines_0043,H,,68,78,75,3,75.0,10,ok
human_prose_taiga_magazines_0044,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_magazines_0045,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_magazines_0046,H,,75,68,78,3,75.0,10,ok
human_prose_taiga_magazines_0047,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_magazines_0048,H,,72,68,68,3,68.0,4,ok
human_prose_taiga_magazines_0049,H,,68,75,68,3,68.0,7,ok
human_prose_taiga_magazines_0050,H,,68,72,75,3,72.0,7,ok
human_prose_taiga_magazines_0051,H,,68,72,75,3,72.0,7,ok
human_prose_taiga_magazines_0052,H,,68,68,65,3,68.0,3,ok
human_prose_taiga_magazines_0053,H,,75,68,68,3,68.0,7,ok
human_prose_taiga_magazines_0054,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_magazines_0055,H,,75,65,68,3,68.0,10,ok
human_prose_taiga_magazines_0056,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_magazines_0057,H,,55,68,65,3,65.0,13,ok
human_prose_taiga_magazines_0058,H,,72,65,68,3,68.0,7,ok
human_prose_taiga_magazines_0059,H,,75,75,78,3,75.0,3,ok
human_prose_taiga_magazines_0060,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_proza_0001,H,,75,65,68,3,68.0,10,ok
human_prose_taiga_proza_0002,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_proza_0003,H,,68,75,75,3,75.0,7,ok
human_prose_taiga_proza_0004,H,,75,68,68,3,68.0,7,ok
human_prose_taiga_proza_0005,H,,75,78,75,3,75.0,3,ok
human_prose_taiga_proza_0006,H,,85,78,75,3,78.0,10,ok
human_prose_taiga_proza_0007,H,,75,78,75,3,75.0,3,ok
human_prose_taiga_proza_0008,H,,75,68,68,3,68.0,7,ok
human_prose_taiga_proza_0009,H,,68,65,65,3,65.0,3,ok
human_prose_taiga_proza_0010,H,,72,65,68,3,68.0,7,ok
human_prose_taiga_proza_0011,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_proza_0012,H,,68,68,75,3,68.0,7,ok
human_prose_taiga_proza_0013,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_proza_0014,H,,68,68,68,3,68.0,0,ok
human_prose_taiga_proza_0015,H,,75,68,68,3,68.0,7,ok
human_prose_taiga_proza_0016,H,,68,72,75,3,72.0,7,ok
human_prose_taiga_proza_0017,H,,75,65,68,3,68.0,10,ok
human_prose_taiga_proza_0018,H,,75,65,68,3,68.0,10,ok
human_prose_taiga_proza_0019,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_proza_0020,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_proza_0021,H,,75,65,68,3,68.0,10,ok
human_prose_taiga_proza_0022,H,,72,68,68,3,68.0,4,ok
human_prose_taiga_proza_0023,H,,78,72,68,3,72.0,10,ok
human_prose_taiga_proza_0024,H,,55,65,65,3,65.0,10,ok
human_prose_taiga_proza_0025,H,,75,68,68,3,68.0,7,ok
human_prose_taiga_proza_0026,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_proza_0027,H,,75,78,75,3,75.0,3,ok
human_prose_taiga_proza_0028,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_proza_0029,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_proza_0030,H,,75,68,68,3,68.0,7,ok
human_prose_taiga_proza_0031,H,,68,78,75,3,75.0,10,ok
human_prose_taiga_proza_0032,H,,55,68,65,3,65.0,13,ok
human_prose_taiga_proza_0033,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_proza_0034,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_proza_0035,H,,72,68,68,3,68.0,4,ok
human_prose_taiga_proza_0036,H,,75,65,68,3,68.0,10,ok
human_prose_taiga_proza_0037,H,,55,45,45,3,45.0,10,ok
human_prose_taiga_proza_0038,H,,75,65,68,3,68.0,10,ok
human_prose_taiga_proza_0039,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_proza_0040,H,,68,72,75,3,72.0,7,ok
human_prose_taiga_proza_0041,H,,68,68,65,3,68.0,3,ok
human_prose_taiga_proza_0042,H,,75,65,68,3,68.0,10,ok
human_prose_taiga_proza_0043,H,,55,65,65,3,65.0,10,ok
human_prose_taiga_proza_0044,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_proza_0045,H,,68,68,75,3,68.0,7,ok
human_prose_taiga_proza_0046,H,,75,68,68,3,68.0,7,ok
human_prose_taiga_proza_0047,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_proza_0048,H,,75,65,68,3,68.0,10,ok
human_prose_taiga_proza_0049,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_proza_0050,H,,68,72,75,3,72.0,7,ok
human_prose_taiga_proza_0051,H,,68,72,75,3,72.0,7,ok
human_prose_taiga_proza_0052,H,,75,65,68,3,68.0,10,ok
human_prose_taiga_proza_0053,H,,75,65,68,3,68.0,10,ok
human_prose_taiga_proza_0054,H,,75,65,68,3,68.0,10,ok
human_prose_taiga_proza_0055,H,,65,65,65,3,65.0,0,ok
human_prose_taiga_proza_0056,H,,68,75,75,3,75.0,7,ok
human_prose_taiga_proza_0057,H,,68,72,75,3,72.0,7,ok
human_prose_taiga_proza_0058,H,,68,65,68,3,68.0,3,ok
human_prose_taiga_proza_0059,H,,65,68,65,3,65.0,3,ok
human_prose_taiga_proza_0060,H,,68,78,75,3,75.0,10,ok
human_science_cyberleninka_0001,H,,78,75,78,3,78.0,3,ok
human_science_cyberleninka_0002,H,,65,68,65,3,65.0,3,ok
human_science_cyberleninka_0003,H,,72,68,68,3,68.0,4,ok
human_science_cyberleninka_0004,H,,68,75,75,3,75.0,7,ok
human_science_cyberleninka_0005,H,,75,75,75,3,75.0,0,ok
human_science_cyberleninka_0006,H,,68,65,68,3,68.0,3,ok
human_science_cyberleninka_0007,H,,68,75,75,3,75.0,7,ok
human_science_cyberleninka_0008,H,,68,72,75,3,72.0,7,ok
human_science_cyberleninka_0009,H,,75,68,65,3,68.0,10,ok
human_science_cyberleninka_0010,H,,68,68,65,3,68.0,3,ok
human_science_cyberleninka_0011,H,,68,75,75,3,75.0,7,ok
human_science_cyberleninka_0013,H,,75,78,75,3,75.0,3,ok
human_science_cyberleninka_0014,H,,78,78,75,3,78.0,3,ok
human_science_cyberleninka_0015,H,,75,65,68,3,68.0,10,ok
human_science_cyberleninka_0016,H,,75,65,68,3,68.0,10,ok
human_science_cyberleninka_0017,H,,68,72,75,3,72.0,7,ok
human_science_cyberleninka_0018,H,,78,78,75,3,78.0,3,ok
human_science_cyberleninka_0019,H,,68,72,75,3,72.0,7,ok
human_science_cyberleninka_0020,H,,65,65,65,3,65.0,0,ok
human_science_cyberleninka_0021,H,,75,65,68,3,68.0,10,ok
human_science_cyberleninka_0022,H,,75,68,65,3,68.0,10,ok
human_science_cyberleninka_0023,H,,72,68,65,3,68.0,7,ok
human_science_cyberleninka_0024,H,,65,65,65,3,65.0,0,ok
human_science_cyberleninka_0025,H,,75,65,68,3,68.0,10,ok
human_science_cyberleninka_0026,H,,65,68,65,3,65.0,3,ok
human_science_cyberleninka_0027,H,,68,75,75,3,75.0,7,ok
human_science_cyberleninka_0028,H,,65,68,65,3,65.0,3,ok
human_science_cyberleninka_0029,H,,65,68,65,3,65.0,3,ok
human_science_cyberleninka_0030,H,,75,65,68,3,68.0,10,ok
human_science_cyberleninka_0031,H,,68,72,75,3,72.0,7,ok
human_science_cyberleninka_0032,H,,75,65,68,3,68.0,10,ok
human_science_cyberleninka_0033,H,,75,68,65,3,68.0,10,ok
human_science_cyberleninka_0034,H,,75,65,68,3,68.0,10,ok
human_science_cyberleninka_0035,H,,68,78,75,3,75.0,10,ok
human_science_cyberleninka_0036,H,,65,65,68,3,65.0,3,ok
human_science_cyberleninka_0037,H,,68,72,75,3,72.0,7,ok
human_science_cyberleninka_0038,H,,75,78,75,3,75.0,3,ok
human_science_cyberleninka_0039,H,,75,75,75,3,75.0,0,ok
human_science_cyberleninka_0040,H,,68,75,75,3,75.0,7,ok
human_science_cyberleninka_0041,H,,75,68,68,3,68.0,7,ok
human_science_cyberleninka_0042,H,,68,78,75,3,75.0,10,ok
human_science_cyberleninka_0043,H,,75,68,65,3,68.0,10,ok
human_science_cyberleninka_0044,H,,75,78,75,3,75.0,3,ok
human_science_cyberleninka_0045,H,,75,68,68,3,68.0,7,ok
human_science_cyberleninka_0046,H,,65,68,65,3,65.0,3,ok
human_science_cyberleninka_0047,H,,65,72,75,3,72.0,10,ok
human_science_cyberleninka_0048,H,,75,65,68,3,68.0,10,ok
human_science_cyberleninka_0049,H,,75,65,68,3,68.0,10,ok
human_science_cyberleninka_0050,H,,65,68,65,3,65.0,3,ok
human_science_cyberleninka_0051,H,,75,75,72,3,75.0,3,ok
human_science_cyberleninka_0052,H,,75,75,78,3,75.0,3,ok
human_science_cyberleninka_0053,H,,68,78,75,3,75.0,10,ok
human_science_cyberleninka_0054,H,,75,75,75,3,75.0,0,ok
human_science_cyberleninka_0055,H,,65,75,75,3,75.0,10,ok
human_science_cyberleninka_0056,H,,68,72,75,3,72.0,7,ok
human_science_cyberleninka_0057,H,,65,68,65,3,65.0,3,ok
human_science_cyberleninka_0058,H,,75,78,75,3,75.0,3,ok
human_science_cyberleninka_0059,H,,75,65,68,3,68.0,10,ok
human_science_cyberleninka_0060,H,,68,78,75,3,75.0,10,ok
human_science_cyberleninka_0067,H,,75,65,68,3,68.0,10,ok
human_science_spbgu_0001,H,,68,65,68,3,68.0,3,ok
human_science_spbgu_0002,H,,65,45,45,3,45.0,20,ok
human_science_spbgu_0003,H,,75,65,68,3,68.0,10,ok
human_science_spbgu_0004,H,,75,75,75,3,75.0,0,ok
human_science_spbgu_0005,H,,75,78,75,3,75.0,3,ok
human_science_spbgu_0006,H,,68,68,65,3,68.0,3,ok
human_science_spbgu_0007,H,,68,68,65,3,68.0,3,ok
human_science_spbgu_0008,H,,75,68,65,3,68.0,10,ok
human_science_spbgu_0009,H,,65,65,68,3,65.0,3,ok
human_science_spbgu_0010,H,,68,75,75,3,75.0,7,ok
human_science_spbgu_0011,H,,68,68,65,3,68.0,3,ok
human_science_spbgu_0012,H,,68,78,75,3,75.0,10,ok
human_science_spbgu_0013,H,,75,72,73,3,73.0,3,ok
human_science_spbgu_0014,H,,68,78,75,3,75.0,10,ok
human_science_spbgu_0015,H,,75,68,72,3,72.0,7,ok
human_science_spbgu_0016,H,,65,75,75,3,75.0,10,ok
human_science_spbgu_0017,H,,75,72,68,3,72.0,7,ok
human_science_spbgu_0018,H,,75,78,78,3,78.0,3,ok
human_science_spbgu_0019,H,,68,78,75,3,75.0,10,ok
human_science_spbgu_0020,H,,75,68,65,3,68.0,10,ok
human_science_spbgu_0021,H,,68,72,75,3,72.0,7,ok
human_science_spbgu_0022,H,,75,75,78,3,75.0,3,ok
human_science_spbgu_0023,H,,65,65,68,3,65.0,3,ok
human_science_spbgu_0024,H,,65,65,68,3,65.0,3,ok
human_science_spbgu_0025,H,,75,75,72,3,75.0,3,ok
human_science_spbgu_0026,H,,68,72,75,3,72.0,7,ok
human_science_spbgu_0027,H,,65,65,75,3,65.0,10,ok
human_science_spbgu_0028,H,,65,75,68,3,68.0,10,ok
human_science_spbgu_0029,H,,75,75,72,3,75.0,3,ok
human_science_spbgu_0030,H,,75,75,78,3,75.0,3,ok
human_science_spbgu_0031,H,,75,75,78,3,75.0,3,ok
human_science_spbgu_0032,H,,65,68,68,3,68.0,3,ok
human_science_spbgu_0033,H,,75,75,75,3,75.0,0,ok
human_science_spbgu_0034,H,,72,68,65,3,68.0,7,ok
human_science_spbgu_0035,H,,75,65,65,3,65.0,10,ok
human_science_spbgu_0036,H,,68,65,75,3,68.0,10,ok
human_science_spbgu_0037,H,,68,68,65,3,68.0,3,ok
human_science_spbgu_0038,H,,65,65,65,3,65.0,0,ok
human_science_spbgu_0039,H,,68,65,65,3,65.0,3,ok
human_science_spbgu_0040,H,,75,75,72,3,75.0,3,ok
human_science_spbgu_0041,H,,65,65,65,3,65.0,0,ok
human_science_spbgu_0042,H,,65,65,68,3,65.0,3,ok
human_science_spbgu_0043,H,,75,75,78,3,75.0,3,ok
human_science_spbgu_0044,H,,65,65,68,3,65.0,3,ok
human_science_spbgu_0045,H,,75,75,78,3,75.0,3,ok
human_science_spbgu_0046,H,,65,65,68,3,65.0,3,ok
human_science_spbgu_0048,H,,65,65,68,3,65.0,3,ok
human_science_spbgu_0049,H,,65,65,68,3,65.0,3,ok
human_science_spbgu_0050,H,,68,68,65,3,68.0,3,ok
human_science_spbgu_0054,H,,75,65,65,3,65.0,10,ok
human_science_spbgu_0055,H,,65,65,68,3,65.0,3,ok
human_science_spbgu_0057,H,,75,68,65,3,68.0,10,ok
human_science_spbgu_0059,H,,75,75,72,3,75.0,3,ok
human_science_spbgu_0060,H,,65,68,65,3,65.0,3,ok
human_science_spbgu_0061,H,,65,65,68,3,65.0,3,ok
human_science_spbgu_0062,H,,68,75,65,3,68.0,10,ok
human_science_spbgu_0063,H,,65,65,68,3,65.0,3,ok
human_science_spbgu_0064,H,,65,65,68,3,65.0,3,ok
human_science_spbgu_0065,H,,65,65,68,3,65.0,3,ok
human_science_urfu_0001,H,,75,75,72,3,75.0,3,ok
human_science_urfu_0002,H,,68,78,75,3,75.0,10,ok
human_science_urfu_0003,H,,68,78,75,3,75.0,10,ok
human_science_urfu_0004,H,,68,72,75,3,72.0,7,ok
human_science_urfu_0005,H,,68,78,75,3,75.0,10,ok
human_science_urfu_0006,H,,75,78,75,3,75.0,3,ok
human_science_urfu_0007,H,,75,68,78,3,75.0,10,ok
human_science_urfu_0008,H,,75,78,78,3,78.0,3,ok
human_science_urfu_0009,H,,65,65,68,3,65.0,3,ok
human_science_urfu_0010,H,,68,78,75,3,75.0,10,ok
human_science_urfu_0011,H,,75,78,72,3,75.0,6,ok
human_science_urfu_0012,H,,75,78,72,3,75.0,6,ok
human_science_urfu_0013,H,,75,75,78,3,75.0,3,ok
human_science_urfu_0014,H,,75,,78,2,76.5,3,partial_two_of_three
human_science_urfu_0015,H,,75,75,78,3,75.0,3,ok
human_science_urfu_0016,H,,75,75,78,3,75.0,3,ok
human_science_urfu_0017,H,,65,65,68,3,65.0,3,ok
human_science_urfu_0018,H,,75,65,65,3,65.0,10,ok
human_science_urfu_0019,H,,75,68,65,3,68.0,10,ok
human_science_urfu_0020,H,,75,65,65,3,65.0,10,ok
human_science_urfu_0021,H,,75,65,78,3,75.0,13,ok
human_science_urfu_0022,H,,75,75,78,3,75.0,3,ok
human_science_urfu_0023,H,,75,75,78,3,75.0,3,ok
human_science_urfu_0024,H,,65,78,75,3,75.0,13,ok
human_science_urfu_0025,H,,68,78,75,3,75.0,10,ok
human_science_urfu_0026,H,,68,78,75,3,75.0,10,ok
human_science_urfu_0027,H,,65,78,75,3,75.0,13,ok
human_science_urfu_0028,H,,75,78,75,3,75.0,3,ok
human_science_urfu_0029,H,,75,65,65,3,65.0,10,ok
human_science_urfu_0030,H,,68,78,75,3,75.0,10,ok
human_science_urfu_0031,H,,75,75,78,3,75.0,3,ok
human_science_urfu_0032,H,,65,75,75,3,75.0,10,ok
human_science_urfu_0033,H,,75,75,78,3,75.0,3,ok
human_science_urfu_0034,H,,65,72,75,3,72.0,10,ok
human_science_urfu_0035,H,,68,78,75,3,75.0,10,ok
human_science_urfu_0036,H,,65,78,75,3,75.0,13,ok
human_science_urfu_0037,H,,68,78,75,3,75.0,10,ok
human_science_urfu_0038,H,,75,78,78,3,78.0,3,ok
human_science_urfu_0039,H,,75,75,78,3,75.0,3,ok
human_science_urfu_0040,H,,75,75,72,3,75.0,3,ok
human_science_urfu_0041,H,,75,75,78,3,75.0,3,ok
human_science_urfu_0042,H,,65,78,75,3,75.0,13,ok
human_science_urfu_0043,H,,75,75,78,3,75.0,3,ok
human_science_urfu_0044,H,,75,75,78,3,75.0,3,ok
human_science_urfu_0045,H,,68,65,65,3,65.0,3,ok
human_science_urfu_0046,H,,75,78,78,3,78.0,3,ok
human_science_urfu_0047,H,,78,78,75,3,78.0,3,ok
human_science_urfu_0048,H,,75,78,75,3,75.0,3,ok
human_seo_alaev_0001,H,,75,65,68,3,68.0,10,ok
