original_document_id,transformation_id,transformation,meaning_preserving,origin_class,genre,prompt_condition,generation_channel,index_baseline,index_transformed,delta,abs_delta,unstable,features_common,features_format,weight_common,weight_format,dropped_categories,m02_missing,applied_no_change
nemotron_b033_P2_r2,10,сокращение текста,0,A,commercial,P2,nemotron,60.1449,47.4638,-12.6811,12.6811,1,18,4,0.5700,0.1200,,0,0
nemotron_b038_P1_r2,10,сокращение текста,0,A,commercial,P1,nemotron,55.1932,52.2947,-2.8985,2.8985,0,18,4,0.5700,0.1200,,0,0
real_claude_b015_P2_r1,10,сокращение текста,0,A,seo,P2,real_claude,58.5145,48.6111,-9.9034,9.9034,1,18,4,0.5700,0.1200,,0,0
real_claude_b018_P3_r2,10,сокращение текста,0,A,analytics,P3,real_claude,45.7126,45.4710,-0.2416,0.2416,0,18,4,0.5700,0.1200,,0,0
real_claude_b024_P1_r2,10,сокращение текста,0,A,analytics,P1,real_claude,53.4420,42.8140,-10.6280,10.6280,1,18,4,0.5700,0.1200,,0,0
real_claude_b025_P2_r1,10,сокращение текста,0,A,analytics,P2,real_claude,46.2560,33.2126,-13.0434,13.0434,1,18,4,0.5700,0.1200,,0,0
real_claude_b034_P2_r2,10,сокращение текста,0,A,commercial,P2,real_claude,72.8865,46.9203,-25.9662,25.9662,1,18,4,0.5700,0.1200,,0,0
real_claude_b040_P3_r2,10,сокращение текста,0,A,commercial,P3,real_claude,43.7198,31.5217,-12.1981,12.1981,1,18,4,0.5700,0.1200,,0,0
real_claude_b042_P3_r2,10,сокращение текста,0,A,commercial,P3,real_claude,29.0459,28.3213,-0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0
real_claude_b045_P3_r1,10,сокращение текста,0,A,commercial,P3,real_claude,53.5024,33.2126,-20.2898,20.2898,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b002_P3_r1,11,расширение текста,0,A,seo,P3,deepseek_pro,39.0097,42.6329,3.6232,3.6232,0,18,4,0.5700,0.1200,,0,0
deepseek_pro_b004_P2_r1,11,расширение текста,0,A,seo,P2,deepseek_pro,63.7681,38.7681,-25.0000,25.0000,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b007_P3_r2,11,расширение текста,0,A,seo,P3,deepseek_pro,47.5845,39.2512,-8.3333,8.3333,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b009_P1_r1,11,расширение текста,0,A,seo,P1,deepseek_pro,49.1546,45.1087,-4.0459,4.0459,0,18,4,0.5700,0.1200,,0,0
deepseek_pro_b009_P2_r2,11,расширение текста,0,A,seo,P2,deepseek_pro,53.0797,45.2295,-7.8502,7.8502,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b021_P2_r2,11,расширение текста,0,A,analytics,P2,deepseek_pro,59.8430,31.2198,-28.6232,28.6232,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b037_P2_r2,11,расширение текста,0,A,commercial,P2,deepseek_pro,61.2923,47.4034,-13.8889,13.8889,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b038_P1_r2,11,расширение текста,0,A,commercial,P1,deepseek_pro,43.0556,45.9541,2.8985,2.8985,0,18,4,0.5700,0.1200,,0,0
gpt_b004_P1_r1,11,расширение текста,0,A,seo,P1,gpt,41.5459,48.0676,6.5217,6.5217,1,18,4,0.5700,0.1200,,0,0
gpt_b004_P3_r1,11,расширение текста,0,A,seo,P3,gpt,35.0242,42.9952,7.9710,7.9710,1,18,4,0.5700,0.1200,,0,0
gpt_b021_P3_r2,11,расширение текста,0,A,analytics,P3,gpt,52.4155,42.9952,-9.4203,9.4203,1,17,4,0.5700,0.1200,,1,0
gpt_b026_P1_r1,11,расширение текста,0,A,analytics,P1,gpt,61.1715,40.1570,-21.0145,21.0145,1,18,4,0.5700,0.1200,,0,0
gpt_b028_P2_r1,11,расширение текста,0,A,analytics,P2,gpt,43.7802,34.8430,-8.9372,8.9372,1,18,4,0.5700,0.1200,,0,0
gpt_b031_P1_r1,11,расширение текста,0,A,commercial,P1,gpt,29.7705,29.9517,0.1812,0.1812,0,18,4,0.5700,0.1200,,0,0
gpt_b040_P2_r1,11,расширение текста,0,A,commercial,P2,gpt,60.1449,39.3720,-20.7729,20.7729,1,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0001,11,расширение текста,0,H,translation,,,45.2899,40.7005,-4.5894,4.5894,0,17,4,0.5700,0.1200,,1,0
human_hard_rusltc_0002,11,расширение текста,0,H,translation,,,46.7391,39.7947,-6.9444,6.9444,1,17,4,0.5700,0.1200,,1,0
human_hard_rusltc_0003,11,расширение текста,0,H,translation,,,51.2681,40.8816,-10.3865,10.3865,1,17,4,0.5700,0.1200,,1,0
human_hard_rusltc_0055,11,расширение текста,0,H,translation,,,40.5797,47.1014,6.5217,6.5217,1,17,4,0.5700,0.1200,,1,0
human_hard_rusltc_0068,11,расширение текста,0,H,translation,,,17.3913,31.1594,13.7681,13.7681,1,17,4,0.5700,0.1200,,1,0
human_hard_rusltc_0073,11,расширение текста,0,H,translation,,,54.8309,43.7198,-11.1111,11.1111,1,17,4,0.5700,0.1200,,1,0
human_news_buriy_2014_0027,11,расширение текста,0,H,news,,,29.3478,33.6957,4.3479,4.3479,0,17,4,0.5700,0.1200,,1,0
human_news_buriy_2014_0034,11,расширение текста,0,H,news,,,47.2222,37.0773,-10.1449,10.1449,1,17,4,0.5700,0.1200,,1,0
human_news_gazeta_0031,11,расширение текста,0,H,news,,,36.3527,44.5652,8.2125,8.2125,1,17,4,0.5700,0.1200,,1,0
human_news_gazeta_0040,11,расширение текста,0,H,news,,,29.1063,43.4783,14.3720,14.3720,1,17,4,0.5700,0.1200,,1,0
human_news_lenta_0001,11,расширение текста,0,H,news,,,49.2150,41.2440,-7.9710,7.9710,1,17,4,0.5700,0.1200,,1,0
human_news_lenta_0016,11,расширение текста,0,H,news,,,61.2319,48.1884,-13.0435,13.0435,1,17,4,0.5700,0.1200,,1,0
human_prose_taiga_arzamas_0050,11,расширение текста,0,H,prose,,,26.2077,33.0918,6.8841,6.8841,1,18,4,0.5700,0.1200,,0,0
human_prose_taiga_arzamas_0051,11,расширение текста,0,H,prose,,,39.0097,36.8357,-2.1740,2.1740,0,17,4,0.5700,0.1200,,1,0
human_prose_taiga_magazines_0048,11,расширение текста,0,H,prose,,,55.1329,46.6787,-8.4542,8.4542,1,18,4,0.5700,0.1200,,0,0
human_prose_taiga_magazines_0053,11,расширение текста,0,H,prose,,,17.2101,16.4855,-0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_proza_0034,11,расширение текста,0,H,prose,,,34.0580,35.2657,1.2077,1.2077,0,17,4,0.5700,0.1200,,1,0
human_prose_taiga_proza_0056,11,расширение текста,0,H,prose,,,37.0169,34.8430,-2.1739,2.1739,0,17,4,0.5700,0.1200,,1,0
human_science_cyberleninka_0026,11,расширение текста,0,H,science,,,35.0845,35.8092,0.7247,0.7247,0,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0031,11,расширение текста,0,H,science,,,41.1836,40.7005,-0.4831,0.4831,0,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0032,11,расширение текста,0,H,science,,,37.5604,32.6691,-4.8913,4.8913,0,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0053,11,расширение текста,0,H,science,,,46.7995,42.4517,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
human_science_spbgu_0024,11,расширение текста,0,H,science,,,51.9324,46.4976,-5.4348,5.4348,1,18,4,0.5700,0.1200,,0,0
human_science_urfu_0028,11,расширение текста,0,H,science,,,41.7874,36.3527,-5.4347,5.4347,1,18,4,0.5700,0.1200,,0,0
human_seo_alaev_0004,11,расширение текста,0,H,seo,,,37.8623,41.8478,3.9855,3.9855,0,18,4,0.5700,0.1200,,0,0
human_seo_convertmonster_0001,11,расширение текста,0,H,seo,,,28.3816,38.7681,10.3865,10.3865,1,18,4,0.5700,0.1200,,0,0
human_seo_devaka_ru_0004,11,расширение текста,0,H,seo,,,36.9565,37.9227,0.9662,0.9662,0,18,4,0.5700,0.1200,,0,0
human_seo_drmax_0002,11,расширение текста,0,H,seo,,,38.1039,35.5676,-2.5363,2.5363,0,18,4,0.5700,0.1200,,0,0
human_seo_drmax_su_0001,11,расширение текста,0,H,seo,,,29.7101,31.4010,1.6909,1.6909,0,18,4,0.5700,0.1200,,0,0
human_seo_labrika_0002,11,расширение текста,0,H,seo,,,26.1473,31.2198,5.0725,5.0725,1,18,4,0.5700,0.1200,,0,0
nemotron_b012_P1_r1,11,расширение текста,0,A,seo,P1,nemotron,53.3213,42.8140,-10.5073,10.5073,1,18,4,0.5700,0.1200,,0,0
nemotron_b015_P3_r2,11,расширение текста,0,A,seo,P3,nemotron,61.7754,48.3696,-13.4058,13.4058,1,18,4,0.5700,0.1200,,0,0
nemotron_b016_P1_r1,11,расширение текста,0,A,analytics,P1,nemotron,52.5362,51.8116,-0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0
nemotron_b022_P3_r2,11,расширение текста,0,A,analytics,P3,nemotron,38.8889,41.0628,2.1739,2.1739,0,18,4,0.5700,0.1200,,0,0
nemotron_b028_P1_r2,11,расширение текста,0,A,analytics,P1,nemotron,65.2778,46.3768,-18.9010,18.9010,1,18,4,0.5700,0.1200,,0,0
nemotron_b033_P2_r2,11,расширение текста,0,A,commercial,P2,nemotron,60.1449,32.9710,-27.1739,27.1739,1,18,4,0.5700,0.1200,,0,0
nemotron_b038_P1_r2,11,расширение текста,0,A,commercial,P1,nemotron,55.1932,50.1208,-5.0724,5.0724,1,18,4,0.5700,0.1200,,0,0
real_claude_b015_P2_r1,11,расширение текста,0,A,seo,P2,real_claude,58.5145,41.9082,-16.6063,16.6063,1,18,4,0.5700,0.1200,,0,0
real_claude_b018_P3_r2,11,расширение текста,0,A,analytics,P3,real_claude,45.7126,45.7126,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
real_claude_b024_P1_r2,11,расширение текста,0,A,analytics,P1,real_claude,53.4420,37.8019,-15.6401,15.6401,1,18,4,0.5700,0.1200,,0,0
real_claude_b025_P2_r1,11,расширение текста,0,A,analytics,P2,real_claude,46.2560,39.7343,-6.5217,6.5217,1,18,4,0.5700,0.1200,,0,0
real_claude_b034_P2_r2,11,расширение текста,0,A,commercial,P2,real_claude,72.8865,50.7246,-22.1619,22.1619,1,18,4,0.5700,0.1200,,0,0
real_claude_b040_P3_r2,11,расширение текста,0,A,commercial,P3,real_claude,43.7198,41.1836,-2.5362,2.5362,0,18,4,0.5700,0.1200,,0,0
real_claude_b042_P3_r2,11,расширение текста,0,A,commercial,P3,real_claude,29.0459,33.5749,4.5290,4.5290,0,18,4,0.5700,0.1200,,0,0
real_claude_b045_P3_r1,11,расширение текста,0,A,commercial,P3,real_claude,53.5024,49.1546,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
deepseek_pro_b002_P3_r1,13,добавление орфографических ошибок,0,A,seo,P3,deepseek_pro,39.0097,39.0097,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
deepseek_pro_b004_P2_r1,13,добавление орфографических ошибок,0,A,seo,P2,deepseek_pro,63.7681,52.8986,-10.8695,10.8695,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b007_P3_r2,13,добавление орфографических ошибок,0,A,seo,P3,deepseek_pro,47.5845,36.7150,-10.8695,10.8695,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b009_P1_r1,13,добавление орфографических ошибок,0,A,seo,P1,deepseek_pro,49.1546,44.8068,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
deepseek_pro_b009_P2_r2,13,добавление орфографических ошибок,0,A,seo,P2,deepseek_pro,53.0797,42.3913,-10.6884,10.6884,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b021_P2_r2,13,добавление орфографических ошибок,0,A,analytics,P2,deepseek_pro,59.8430,48.9734,-10.8696,10.8696,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b037_P2_r2,13,добавление орфографических ошибок,0,A,commercial,P2,deepseek_pro,61.2923,52.5966,-8.6957,8.6957,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b038_P1_r2,13,добавление орфографических ошибок,0,A,commercial,P1,deepseek_pro,43.0556,37.9831,-5.0725,5.0725,1,18,4,0.5700,0.1200,,0,0
gpt_b004_P1_r1,13,добавление орфографических ошибок,0,A,seo,P1,gpt,41.5459,39.8551,-1.6908,1.6908,0,18,4,0.5700,0.1200,,0,0
gpt_b004_P3_r1,13,добавление орфографических ошибок,0,A,seo,P3,gpt,35.0242,35.0242,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
gpt_b021_P3_r2,13,добавление орфографических ошибок,0,A,analytics,P3,gpt,52.4155,61.1111,8.6956,8.6956,1,18,4,0.5700,0.1200,,0,0
gpt_b026_P1_r1,13,добавление орфографических ошибок,0,A,analytics,P1,gpt,61.1715,58.9976,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,0
gpt_b028_P2_r1,13,добавление орфографических ошибок,0,A,analytics,P2,gpt,43.7802,35.8092,-7.9710,7.9710,1,18,4,0.5700,0.1200,,0,0
gpt_b031_P1_r1,13,добавление орфографических ошибок,0,A,commercial,P1,gpt,29.7705,31.9444,2.1739,2.1739,0,18,4,0.5700,0.1200,,0,0
gpt_b040_P2_r1,13,добавление орфографических ошибок,0,A,commercial,P2,gpt,60.1449,52.1739,-7.9710,7.9710,1,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0001,13,добавление орфографических ошибок,0,H,translation,,,45.2899,43.5990,-1.6909,1.6909,0,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0002,13,добавление орфографических ошибок,0,H,translation,,,46.7391,46.7391,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0003,13,добавление орфографических ошибок,0,H,translation,,,51.2681,51.2681,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0055,13,добавление орфографических ошибок,0,H,translation,,,40.5797,40.5797,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0068,13,добавление орфографических ошибок,0,H,translation,,,17.3913,17.3913,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0
human_hard_rusltc_0073,13,добавление орфографических ошибок,0,H,translation,,,54.8309,57.4879,2.6570,2.6570,0,17,4,0.5700,0.1200,,1,0
human_news_buriy_2014_0027,13,добавление орфографических ошибок,0,H,news,,,29.3478,29.3478,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_news_buriy_2014_0034,13,добавление орфографических ошибок,0,H,news,,,47.2222,47.2222,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_news_gazeta_0031,13,добавление орфографических ошибок,0,H,news,,,36.3527,33.4541,-2.8986,2.8986,0,17,4,0.5700,0.1200,,1,0
human_news_gazeta_0040,13,добавление орфографических ошибок,0,H,news,,,29.1063,34.7826,5.6763,5.6763,1,17,4,0.5700,0.1200,,1,0
human_news_lenta_0001,13,добавление орфографических ошибок,0,H,news,,,49.2150,49.2150,-0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0
human_news_lenta_0016,13,добавление орфографических ошибок,0,H,news,,,61.2319,61.2319,-0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0
human_prose_taiga_arzamas_0050,13,добавление орфографических ошибок,0,H,prose,,,26.2077,21.8599,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_arzamas_0051,13,добавление орфографических ошибок,0,H,prose,,,39.0097,39.0097,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_magazines_0048,13,добавление орфографических ошибок,0,H,prose,,,55.1329,50.7850,-4.3479,4.3479,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_magazines_0053,13,добавление орфографических ошибок,0,H,prose,,,17.2101,17.2101,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_proza_0034,13,добавление орфографических ошибок,0,H,prose,,,34.0580,34.0580,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_proza_0056,13,добавление орфографических ошибок,0,H,prose,,,37.0169,32.6691,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0026,13,добавление орфографических ошибок,0,H,science,,,35.0845,35.0845,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0031,13,добавление орфографических ошибок,0,H,science,,,41.1836,41.1836,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0032,13,добавление орфографических ошибок,0,H,science,,,37.5604,33.2126,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0053,13,добавление орфографических ошибок,0,H,science,,,46.7995,38.1039,-8.6956,8.6956,1,18,4,0.5700,0.1200,,0,0
human_science_spbgu_0024,13,добавление орфографических ошибок,0,H,science,,,51.9324,53.6232,1.6908,1.6908,0,18,4,0.5700,0.1200,,0,0
human_science_urfu_0028,13,добавление орфографических ошибок,0,H,science,,,41.7874,35.9903,-5.7971,5.7971,1,18,4,0.5700,0.1200,,0,0
human_seo_alaev_0004,13,добавление орфографических ошибок,0,H,seo,,,37.8623,42.9348,5.0725,5.0725,1,18,4,0.5700,0.1200,,0,0
human_seo_convertmonster_0001,13,добавление орфографических ошибок,0,H,seo,,,28.3816,28.3816,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_seo_devaka_ru_0004,13,добавление орфографических ошибок,0,H,seo,,,36.9565,32.6087,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
human_seo_drmax_0002,13,добавление орфографических ошибок,0,H,seo,,,38.1039,38.1039,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_seo_drmax_su_0001,13,добавление орфографических ошибок,0,H,seo,,,29.7101,26.0870,-3.6231,3.6231,0,18,4,0.5700,0.1200,,0,0
human_seo_labrika_0002,13,добавление орфографических ошибок,0,H,seo,,,26.1473,26.1473,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
nemotron_b012_P1_r1,13,добавление орфографических ошибок,0,A,seo,P1,nemotron,53.3213,40.2778,-13.0435,13.0435,1,18,4,0.5700,0.1200,,0,0
nemotron_b015_P3_r2,13,добавление орфографических ошибок,0,A,seo,P3,nemotron,61.7754,56.7029,-5.0725,5.0725,1,18,4,0.5700,0.1200,,0,0
nemotron_b016_P1_r1,13,добавление орфографических ошибок,0,A,analytics,P1,nemotron,52.5362,43.8406,-8.6956,8.6956,1,18,4,0.5700,0.1200,,0,0
nemotron_b022_P3_r2,13,добавление орфографических ошибок,0,A,analytics,P3,nemotron,38.8889,36.7150,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,0
nemotron_b028_P1_r2,13,добавление орфографических ошибок,0,A,analytics,P1,nemotron,65.2778,52.2343,-13.0435,13.0435,1,18,4,0.5700,0.1200,,0,0
nemotron_b033_P2_r2,13,добавление орфографических ошибок,0,A,commercial,P2,nemotron,60.1449,47.1014,-13.0435,13.0435,1,18,4,0.5700,0.1200,,0,0
nemotron_b038_P1_r2,13,добавление орфографических ошибок,0,A,commercial,P1,nemotron,55.1932,42.1498,-13.0434,13.0434,1,18,4,0.5700,0.1200,,0,0
real_claude_b015_P2_r1,13,добавление орфографических ошибок,0,A,seo,P2,real_claude,58.5145,45.4710,-13.0435,13.0435,1,18,4,0.5700,0.1200,,0,0
real_claude_b018_P3_r2,13,добавление орфографических ошибок,0,A,analytics,P3,real_claude,45.7126,41.3647,-4.3479,4.3479,0,18,4,0.5700,0.1200,,0,0
real_claude_b024_P1_r2,13,добавление орфографических ошибок,0,A,analytics,P1,real_claude,53.4420,45.4710,-7.9710,7.9710,1,18,4,0.5700,0.1200,,0,0
real_claude_b025_P2_r1,13,добавление орфографических ошибок,0,A,analytics,P2,real_claude,46.2560,33.2126,-13.0434,13.0434,1,18,4,0.5700,0.1200,,0,0
real_claude_b034_P2_r2,13,добавление орфографических ошибок,0,A,commercial,P2,real_claude,72.8865,64.1908,-8.6957,8.6957,1,18,4,0.5700,0.1200,,0,0
real_claude_b040_P3_r2,13,добавление орфографических ошибок,0,A,commercial,P3,real_claude,43.7198,41.5459,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,0
real_claude_b042_P3_r2,13,добавление орфографических ошибок,0,A,commercial,P3,real_claude,29.0459,24.6981,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
real_claude_b045_P3_r1,13,добавление орфографических ошибок,0,A,commercial,P3,real_claude,53.5024,49.1546,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
deepseek_pro_b002_P3_r1,14,удаление типичных клише,0,A,seo,P3,deepseek_pro,39.0097,40.4589,1.4492,1.4492,0,17,4,0.5700,0.1200,,1,0
deepseek_pro_b004_P2_r1,14,удаление типичных клише,0,A,seo,P2,deepseek_pro,63.7681,42.7536,-21.0145,21.0145,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b007_P3_r2,14,удаление типичных клише,0,A,seo,P3,deepseek_pro,47.5845,42.5121,-5.0724,5.0724,1,17,4,0.5700,0.1200,,1,0
deepseek_pro_b009_P1_r1,14,удаление типичных клише,0,A,seo,P1,deepseek_pro,49.1546,56.4614,7.3068,7.3068,1,17,4,0.5700,0.1200,,1,0
deepseek_pro_b009_P2_r2,14,удаление типичных клише,0,A,seo,P2,deepseek_pro,53.0797,44.2029,-8.8768,8.8768,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b021_P2_r2,14,удаление типичных клише,0,A,analytics,P2,deepseek_pro,59.8430,41.8478,-17.9952,17.9952,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b037_P2_r2,14,удаление типичных клише,0,A,commercial,P2,deepseek_pro,61.2923,51.3889,-9.9034,9.9034,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b038_P1_r2,14,удаление типичных клише,0,A,commercial,P1,deepseek_pro,43.0556,32.9106,-10.1450,10.1450,1,17,4,0.5700,0.1200,,1,0
gpt_b004_P1_r1,14,удаление типичных клише,0,A,seo,P1,gpt,41.5459,44.4444,2.8985,2.8985,0,17,4,0.5700,0.1200,,1,0
gpt_b004_P3_r1,14,удаление типичных клише,0,A,seo,P3,gpt,35.0242,40.8213,5.7971,5.7971,1,17,4,0.5700,0.1200,,1,0
gpt_b021_P3_r2,14,удаление типичных клише,0,A,analytics,P3,gpt,52.4155,53.1401,0.7246,0.7246,0,17,4,0.5700,0.1200,,1,0
gpt_b026_P1_r1,14,удаление типичных клише,0,A,analytics,P1,gpt,61.1715,52.9589,-8.2126,8.2126,1,17,4,0.5700,0.1200,,1,0
gpt_b028_P2_r1,14,удаление типичных клише,0,A,analytics,P2,gpt,43.7802,31.1594,-12.6208,12.6208,1,18,4,0.5700,0.1200,,0,0
gpt_b031_P1_r1,14,удаление типичных клише,0,A,commercial,P1,gpt,29.7705,,,,,2,0,0.0500,0.0000,Lexical Richness;Information-theoretic;Dependencies;Semantic;Readability;Structural Markers,1,0
gpt_b040_P2_r1,14,удаление типичных клише,0,A,commercial,P2,gpt,60.1449,34.0580,-26.0869,26.0869,1,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0001,14,удаление типичных клише,0,H,translation,,,45.2899,42.2101,-3.0798,3.0798,0,17,4,0.5700,0.1200,,1,0
human_hard_rusltc_0002,14,удаление типичных клише,0,H,translation,,,46.7391,46.2560,-0.4831,0.4831,0,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0003,14,удаление типичных клише,0,H,translation,,,51.2681,51.8116,0.5435,0.5435,0,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0055,14,удаление типичных клише,0,H,translation,,,40.5797,42.0290,1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0068,14,удаление типичных клише,0,H,translation,,,17.3913,21.7391,4.3478,4.3478,0,17,4,0.5700,0.1200,,1,0
human_hard_rusltc_0073,14,удаление типичных клише,0,H,translation,,,54.8309,59.1787,4.3478,4.3478,0,17,4,0.5700,0.1200,,1,0
human_news_buriy_2014_0027,14,удаление типичных клише,0,H,news,,,29.3478,25.9662,-3.3816,3.3816,0,18,4,0.5700,0.1200,,0,0
human_news_buriy_2014_0034,14,удаление типичных клише,0,H,news,,,47.2222,47.2222,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_news_gazeta_0031,14,удаление типичных клише,0,H,news,,,36.3527,33.6353,-2.7174,2.7174,0,17,4,0.5700,0.1200,,1,0
human_news_gazeta_0040,14,удаление типичных клише,0,H,news,,,29.1063,21.8599,-7.2464,7.2464,1,17,4,0.5700,0.1200,,1,0
human_news_lenta_0001,14,удаление типичных клише,0,H,news,,,49.2150,46.1353,-3.0797,3.0797,0,17,4,0.5700,0.1200,,1,0
human_news_lenta_0016,14,удаление типичных клише,0,H,news,,,61.2319,61.2319,-0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0
human_prose_taiga_arzamas_0050,14,удаление типичных клише,0,H,prose,,,26.2077,17.0290,-9.1787,9.1787,1,18,4,0.5700,0.1200,,0,0
human_prose_taiga_arzamas_0051,14,удаление типичных клише,0,H,prose,,,39.0097,37.5604,-1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_magazines_0048,14,удаление типичных клише,0,H,prose,,,55.1329,52.2343,-2.8986,2.8986,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_magazines_0053,14,удаление типичных клише,0,H,prose,,,17.2101,15.0362,-2.1739,2.1739,0,17,4,0.5700,0.1200,,1,0
human_prose_taiga_proza_0034,14,удаление типичных клише,0,H,prose,,,34.0580,26.5700,-7.4880,7.4880,1,17,4,0.5700,0.1200,,1,0
human_prose_taiga_proza_0056,14,удаление типичных клише,0,H,prose,,,37.0169,26.8720,-10.1449,10.1449,1,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0026,14,удаление типичных клише,0,H,science,,,35.0845,35.0845,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0
human_science_cyberleninka_0031,14,удаление типичных клише,0,H,science,,,41.1836,42.6329,1.4493,1.4493,0,17,4,0.5700,0.1200,,1,0
human_science_cyberleninka_0032,14,удаление типичных клише,0,H,science,,,37.5604,35.3865,-2.1739,2.1739,0,17,4,0.5700,0.1200,,1,0
human_science_cyberleninka_0053,14,удаление типичных клише,0,H,science,,,46.7995,34.5411,-12.2584,12.2584,1,17,4,0.5700,0.1200,,1,0
human_science_spbgu_0024,14,удаление типичных клише,0,H,science,,,51.9324,47.2222,-4.7102,4.7102,0,17,4,0.5700,0.1200,,1,0
human_science_urfu_0028,14,удаление типичных клише,0,H,science,,,41.7874,34.5411,-7.2463,7.2463,1,17,4,0.5700,0.1200,,1,0
human_seo_alaev_0004,14,удаление типичных клише,0,H,seo,,,37.8623,39.6739,1.8116,1.8116,0,17,4,0.5700,0.1200,,1,0
human_seo_convertmonster_0001,14,удаление типичных клише,0,H,seo,,,28.3816,19.0821,-9.2995,9.2995,1,17,4,0.5700,0.1200,,1,0
human_seo_devaka_ru_0004,14,удаление типичных клише,0,H,seo,,,36.9565,29.4686,-7.4879,7.4879,1,17,4,0.5700,0.1200,,1,0
human_seo_drmax_0002,14,удаление типичных клише,0,H,seo,,,38.1039,35.2053,-2.8986,2.8986,0,17,4,0.5700,0.1200,,1,0
human_seo_drmax_su_0001,14,удаление типичных клише,0,H,seo,,,29.7101,26.8720,-2.8381,2.8381,0,17,4,0.5700,0.1200,,1,0
human_seo_labrika_0002,14,удаление типичных клише,0,H,seo,,,26.1473,30.4348,4.2875,4.2875,0,17,4,0.5700,0.1200,,1,0
