document_id,origin_class,generation_channel,nll,scored_tokens,n_windows,expected_tokens
human_prose_taiga_arzamas_0039,H,,3.216836,2936,5,2936
human_prose_taiga_arzamas_0040,H,,3.094182,3085,6,3085
human_prose_taiga_arzamas_0041,H,,3.104953,1583,3,1583
human_prose_taiga_arzamas_0042,H,,3.326736,1336,2,1336
human_prose_taiga_arzamas_0043,H,,2.894934,4897,9,4897
human_prose_taiga_arzamas_0044,H,,2.889298,2182,4,2182
human_prose_taiga_arzamas_0045,H,,2.866373,2303,4,2303
human_prose_taiga_arzamas_0046,H,,2.984165,1306,2,1306
human_prose_taiga_arzamas_0047,H,,3.174006,1230,2,1230
human_prose_taiga_arzamas_0048,H,,2.616320,1497,2,1497
human_prose_taiga_arzamas_0049,H,,3.473044,2811,5,2811
human_prose_taiga_arzamas_0050,H,,2.864683,2356,4,2356
human_prose_taiga_arzamas_0051,H,,2.834851,2413,4,2413
human_prose_taiga_arzamas_0052,H,,3.184352,1308,2,1308
human_prose_taiga_arzamas_0053,H,,3.216069,3352,6,3352
human_prose_taiga_arzamas_0054,H,,2.989856,1596,3,1596
human_prose_taiga_arzamas_0055,H,,2.774971,2654,5,2654
human_prose_taiga_arzamas_0056,H,,2.875091,2845,5,2845
human_prose_taiga_arzamas_0057,H,,3.077740,1879,3,1879
human_prose_taiga_arzamas_0058,H,,2.882549,1747,3,1747
human_prose_taiga_arzamas_0059,H,,3.175007,3830,7,3830
human_prose_taiga_arzamas_0060,H,,2.746692,5805,11,5805
human_prose_taiga_magazines_0001,H,,2.929884,2801,5,2801
human_prose_taiga_magazines_0002,H,,4.231084,1956,3,1956
human_prose_taiga_magazines_0003,H,,2.666676,6606,12,6606
human_prose_taiga_magazines_0004,H,,2.997024,5363,10,5363
human_prose_taiga_magazines_0005,H,,2.480897,1863,3,1863
human_prose_taiga_magazines_0006,H,,3.370695,1481,2,1481
human_prose_taiga_magazines_0007,H,,4.114146,1610,3,1610
human_prose_taiga_magazines_0008,H,,3.193229,6743,13,6743
human_prose_taiga_magazines_0009,H,,3.932262,1307,2,1307
human_prose_taiga_magazines_0010,H,,3.095885,2448,4,2448
human_prose_taiga_magazines_0011,H,,3.277974,4944,9,4944
human_prose_taiga_magazines_0012,H,,3.273564,7284,14,7284
human_prose_taiga_magazines_0013,H,,3.294571,1545,3,1545
human_prose_taiga_magazines_0014,H,,3.332218,2366,4,2366
human_prose_taiga_magazines_0015,H,,2.713404,1701,3,1701
human_prose_taiga_magazines_0016,H,,2.962789,7206,14,7206
human_prose_taiga_magazines_0017,H,,3.346402,8355,16,8355
human_prose_taiga_magazines_0018,H,,3.708793,2482,4,2482
human_prose_taiga_magazines_0019,H,,3.346158,2929,5,2929
human_prose_taiga_magazines_0020,H,,3.181586,2173,4,2173
human_prose_taiga_magazines_0021,H,,3.239728,2414,4,2414
human_prose_taiga_magazines_0022,H,,2.579959,2721,5,2721
human_prose_taiga_magazines_0023,H,,3.395256,6524,12,6524
human_prose_taiga_magazines_0024,H,,3.410209,3259,6,3259
human_prose_taiga_magazines_0025,H,,3.061640,5463,10,5463
human_prose_taiga_magazines_0026,H,,3.077302,6640,12,6640
human_prose_taiga_magazines_0027,H,,2.203019,7356,14,7356
human_prose_taiga_magazines_0028,H,,2.944271,2284,4,2284
human_prose_taiga_magazines_0029,H,,3.232862,1153,2,1153
human_prose_taiga_magazines_0030,H,,3.073462,6054,11,6054
human_prose_taiga_magazines_0031,H,,2.934674,4923,9,4923
human_prose_taiga_magazines_0032,H,,3.126770,6433,12,6433
human_prose_taiga_magazines_0033,H,,3.893365,5512,10,5512
human_prose_taiga_magazines_0034,H,,3.151912,4683,9,4683
human_prose_taiga_magazines_0035,H,,3.540267,7371,14,7371
human_prose_taiga_magazines_0036,H,,2.983245,5556,10,5556
human_prose_taiga_magazines_0037,H,,3.553774,2448,4,2448
human_prose_taiga_magazines_0038,H,,3.176431,5467,10,5467
human_prose_taiga_magazines_0039,H,,2.848175,3105,6,3105
human_prose_taiga_magazines_0040,H,,3.493349,6397,12,6397
human_prose_taiga_magazines_0041,H,,3.351618,2997,5,2997
human_prose_taiga_magazines_0042,H,,3.783985,3250,6,3250
human_prose_taiga_magazines_0043,H,,4.320837,1887,3,1887
human_prose_taiga_magazines_0044,H,,2.981850,5144,10,5144
human_prose_taiga_magazines_0045,H,,2.797684,1805,3,1805
human_prose_taiga_magazines_0046,H,,3.365377,8288,16,8288
human_prose_taiga_magazines_0047,H,,3.411673,3449,6,3449
human_prose_taiga_magazines_0048,H,,3.268327,6155,12,6155
human_prose_taiga_magazines_0049,H,,3.728010,2316,4,2316
human_prose_taiga_magazines_0050,H,,2.053984,4525,8,4525
human_prose_taiga_magazines_0051,H,,2.911987,6342,12,6342
human_prose_taiga_magazines_0052,H,,2.866467,8111,15,8111
human_prose_taiga_magazines_0053,H,,3.980711,1337,2,1337
human_prose_taiga_magazines_0054,H,,3.067568,3407,6,3407
human_prose_taiga_magazines_0055,H,,3.039072,4176,8,4176
human_prose_taiga_magazines_0056,H,,4.125286,1769,3,1769
human_prose_taiga_magazines_0057,H,,4.123838,1355,2,1355
human_prose_taiga_magazines_0058,H,,3.494289,4496,8,4496
human_prose_taiga_magazines_0059,H,,4.256787,2060,4,2060
human_prose_taiga_magazines_0060,H,,3.127458,4839,9,4839
human_prose_taiga_proza_0001,H,,3.225970,6464,12,6464
human_prose_taiga_proza_0002,H,,3.008446,1611,3,1611
human_prose_taiga_proza_0003,H,,2.696791,1583,3,1583
human_prose_taiga_proza_0004,H,,3.361364,2901,5,2901
human_prose_taiga_proza_0005,H,,3.134122,1841,3,1841
human_prose_taiga_proza_0006,H,,3.160421,1303,2,1303
human_prose_taiga_proza_0007,H,,3.353692,1335,2,1335
human_prose_taiga_proza_0008,H,,3.342817,3059,5,3059
human_prose_taiga_proza_0009,H,,3.009475,5160,10,5160
human_prose_taiga_proza_0010,H,,2.659345,4578,8,4578
human_prose_taiga_proza_0011,H,,3.478497,2986,5,2986
human_prose_taiga_proza_0012,H,,3.149977,1443,2,1443
human_prose_taiga_proza_0013,H,,2.898756,3641,7,3641
human_prose_taiga_proza_0014,H,,3.383608,1261,2,1261
human_prose_taiga_proza_0015,H,,2.533448,2013,3,2013
human_prose_taiga_proza_0016,H,,2.971874,1339,2,1339
human_prose_taiga_proza_0017,H,,3.392031,1206,2,1206
human_prose_taiga_proza_0018,H,,3.669811,1928,3,1928
human_prose_taiga_proza_0019,H,,2.609139,1724,3,1724
human_prose_taiga_proza_0020,H,,2.924994,1522,2,1522
human_prose_taiga_proza_0021,H,,3.036765,1375,2,1375
human_prose_taiga_proza_0022,H,,3.174467,5221,10,5221
human_prose_taiga_proza_0023,H,,3.058145,7387,14,7387
human_prose_taiga_proza_0024,H,,2.785271,1223,2,1223
human_prose_taiga_proza_0025,H,,3.072554,1270,2,1270
human_prose_taiga_proza_0026,H,,2.458342,1684,3,1684
human_prose_taiga_proza_0027,H,,3.322010,6060,11,6060
human_prose_taiga_proza_0028,H,,3.085618,1272,2,1272
human_prose_taiga_proza_0029,H,,2.963230,3993,7,3993
human_prose_taiga_proza_0030,H,,2.963088,3286,6,3286
human_prose_taiga_proza_0031,H,,2.192745,3049,5,3049
human_prose_taiga_proza_0032,H,,2.935448,1230,2,1230
human_prose_taiga_proza_0033,H,,3.204529,3055,5,3055
human_prose_taiga_proza_0034,H,,2.506692,1172,2,1172
human_prose_taiga_proza_0035,H,,3.109095,2084,4,2084
human_prose_taiga_proza_0036,H,,2.772103,2857,5,2857
human_prose_taiga_proza_0037,H,,2.832640,1381,2,1381
human_prose_taiga_proza_0038,H,,3.323068,2291,4,2291
human_prose_taiga_proza_0039,H,,2.914156,1410,2,1410
human_prose_taiga_proza_0040,H,,3.280568,2111,4,2111
human_prose_taiga_proza_0041,H,,2.885258,1567,3,1567
human_prose_taiga_proza_0042,H,,3.125796,2214,4,2214
human_prose_taiga_proza_0043,H,,3.067001,1977,3,1977
human_prose_taiga_proza_0044,H,,2.674856,1615,3,1615
human_prose_taiga_proza_0045,H,,3.645837,1389,2,1389
human_prose_taiga_proza_0046,H,,3.255608,1249,2,1249
human_prose_taiga_proza_0047,H,,2.931313,1185,2,1185
human_prose_taiga_proza_0048,H,,3.283096,2334,4,2334
human_prose_taiga_proza_0049,H,,3.071808,1186,2,1186
human_prose_taiga_proza_0050,H,,2.863228,1606,3,1606
human_prose_taiga_proza_0051,H,,2.905039,6244,12,6244
human_prose_taiga_proza_0052,H,,3.102054,851,1,851
human_prose_taiga_proza_0053,H,,2.801978,2556,4,2556
human_prose_taiga_proza_0054,H,,2.701331,1106,2,1106
human_prose_taiga_proza_0055,H,,2.652766,1675,3,1675
human_prose_taiga_proza_0056,H,,3.359663,1851,3,1851
human_prose_taiga_proza_0057,H,,2.916576,2705,5,2705
human_prose_taiga_proza_0058,H,,3.437671,2067,4,2067
human_prose_taiga_proza_0059,H,,3.562016,3626,7,3626
human_prose_taiga_proza_0060,H,,3.173665,2695,5,2695
human_science_cyberleninka_0001,H,,2.880906,5291,10,5291
human_science_cyberleninka_0002,H,,2.464529,4047,7,4047
human_science_cyberleninka_0003,H,,2.785708,3790,7,3790
human_science_cyberleninka_0004,H,,2.494003,2245,4,2245
human_science_cyberleninka_0005,H,,2.448304,1566,3,1566
human_science_cyberleninka_0006,H,,2.626485,1712,3,1712
human_science_cyberleninka_0007,H,,2.804415,1296,2,1296
human_science_cyberleninka_0008,H,,2.489705,4092,7,4092
human_science_cyberleninka_0009,H,,1.787638,3209,6,3209
human_science_cyberleninka_0010,H,,2.665962,1395,2,1395
human_science_cyberleninka_0011,H,,2.554820,1687,3,1687
human_science_cyberleninka_0013,H,,2.735994,2195,4,2195
human_science_cyberleninka_0014,H,,3.006976,8285,16,8285
human_science_cyberleninka_0015,H,,2.916159,3262,6,3262
human_science_cyberleninka_0016,H,,1.912831,2896,5,2896
human_science_cyberleninka_0017,H,,2.353963,1990,3,1990
human_science_cyberleninka_0018,H,,2.774851,3683,7,3683
human_science_cyberleninka_0019,H,,2.827012,2106,4,2106
human_science_cyberleninka_0020,H,,2.515651,4954,9,4954
human_science_cyberleninka_0021,H,,2.457085,3991,7,3991
human_science_cyberleninka_0022,H,,2.127201,2567,5,2567
human_science_cyberleninka_0023,H,,2.997146,3945,7,3945
human_science_cyberleninka_0024,H,,2.660801,3793,7,3793
human_science_cyberleninka_0025,H,,2.839510,1737,3,1737
human_science_cyberleninka_0026,H,,2.455090,3171,6,3171
human_science_cyberleninka_0027,H,,2.635227,1949,3,1949
human_science_cyberleninka_0028,H,,2.678216,5271,10,5271
human_science_cyberleninka_0029,H,,2.909529,3818,7,3818
human_science_cyberleninka_0030,H,,2.963709,3936,7,3936
human_science_cyberleninka_0031,H,,2.320432,1997,3,1997
human_science_cyberleninka_0032,H,,2.172165,2072,4,2072
human_science_cyberleninka_0033,H,,2.909839,3021,5,3021
human_science_cyberleninka_0034,H,,2.019548,2519,4,2519
human_science_cyberleninka_0035,H,,2.160003,2149,4,2149
human_science_cyberleninka_0036,H,,2.650839,4265,8,4265
human_science_cyberleninka_0037,H,,3.366501,1258,2,1258
human_science_cyberleninka_0038,H,,2.888494,2148,4,2148
human_science_cyberleninka_0039,H,,2.375628,1472,2,1472
human_science_cyberleninka_0040,H,,2.437468,4179,8,4179
human_science_cyberleninka_0041,H,,2.164707,2215,4,2215
human_science_cyberleninka_0042,H,,2.315793,4133,8,4133
human_science_cyberleninka_0043,H,,2.557579,2786,5,2786
human_science_cyberleninka_0044,H,,2.786162,2404,4,2404
human_science_cyberleninka_0045,H,,2.727042,4947,9,4947
human_science_cyberleninka_0046,H,,3.151606,2616,5,2616
human_science_cyberleninka_0047,H,,2.802096,1864,3,1864
human_science_cyberleninka_0048,H,,2.646749,8291,16,8291
human_science_cyberleninka_0049,H,,2.684334,5438,10,5438
human_science_cyberleninka_0050,H,,2.714234,5589,10,5589
human_science_cyberleninka_0051,H,,2.455642,2473,4,2473
human_science_cyberleninka_0052,H,,2.624049,2351,4,2351
human_science_cyberleninka_0053,H,,2.257457,7110,13,7110
human_science_cyberleninka_0054,H,,3.084115,1483,2,1483
human_science_cyberleninka_0055,H,,2.495242,3384,6,3384
human_science_cyberleninka_0056,H,,2.454084,2699,5,2699
human_science_cyberleninka_0057,H,,2.925960,3736,7,3736
human_science_cyberleninka_0058,H,,2.757073,2500,4,2500
human_science_cyberleninka_0059,H,,2.594401,3583,6,3583
human_science_cyberleninka_0060,H,,2.958065,3923,7,3923
human_science_cyberleninka_0067,H,,2.615553,3325,6,3325
human_science_spbgu_0001,H,,2.953139,1612,3,1612
human_science_spbgu_0002,H,,2.982611,6890,13,6890
human_science_spbgu_0003,H,,2.857387,2237,4,2237
human_science_spbgu_0004,H,,3.060800,550,1,550
human_science_spbgu_0005,H,,2.021004,2799,5,2799
human_science_spbgu_0006,H,,2.536898,5683,11,5683
human_science_spbgu_0007,H,,2.638800,6382,12,6382
human_science_spbgu_0008,H,,2.759497,2539,4,2539
human_science_spbgu_0009,H,,2.964875,7409,14,7409
human_science_spbgu_0010,H,,2.728846,3937,7,3937
human_science_spbgu_0011,H,,2.604847,7606,14,7606
human_science_spbgu_0012,H,,1.995279,5831,11,5831
human_science_spbgu_0013,H,,2.651245,8230,16,8230
human_science_spbgu_0014,H,,3.264946,3839,7,3839
human_science_spbgu_0015,H,,2.819608,8475,16,8475
human_science_spbgu_0016,H,,2.346435,4251,8,4251
human_science_spbgu_0017,H,,2.803108,8322,16,8322
human_science_spbgu_0018,H,,2.602675,6657,13,6657
human_science_spbgu_0019,H,,2.711083,5616,10,5616
human_science_spbgu_0020,H,,2.591740,4139,8,4139
human_science_spbgu_0021,H,,2.610041,8977,17,8977
human_science_spbgu_0022,H,,2.490466,5754,11,5754
human_science_spbgu_0023,H,,2.775480,4379,8,4379
human_science_spbgu_0024,H,,2.412085,5499,10,5499
human_science_spbgu_0025,H,,2.191453,5213,10,5213
human_science_spbgu_0026,H,,2.704204,7399,14,7399
human_science_spbgu_0027,H,,2.252105,2051,4,2051
human_science_spbgu_0028,H,,2.882383,6154,12,6154
human_science_spbgu_0029,H,,2.598450,9401,18,9401
human_science_spbgu_0030,H,,2.533000,3617,7,3617
human_science_spbgu_0031,H,,2.146023,5171,10,5171
human_science_spbgu_0032,H,,2.753030,8047,15,8047
human_science_spbgu_0033,H,,2.240841,1230,2,1230
human_science_spbgu_0034,H,,2.749228,3803,7,3803
human_science_spbgu_0035,H,,2.523890,5213,10,5213
human_science_spbgu_0036,H,,2.579715,8251,16,8251
human_science_spbgu_0037,H,,2.459631,8828,17,8828
human_science_spbgu_0038,H,,2.363524,6848,13,6848
human_science_spbgu_0039,H,,2.409406,6645,12,6645
human_science_spbgu_0040,H,,2.146639,9169,17,9169
human_science_spbgu_0041,H,,2.268512,3243,6,3243
human_science_spbgu_0042,H,,2.503677,9795,19,9795
human_science_spbgu_0043,H,,2.319450,11123,21,11123
human_science_spbgu_0044,H,,2.624945,8251,16,8251
human_science_spbgu_0045,H,,2.751330,7802,15,7802
human_science_spbgu_0046,H,,2.570435,6600,12,6600
human_science_spbgu_0048,H,,2.426908,6667,13,6667
human_science_spbgu_0049,H,,2.704075,5415,10,5415
human_science_spbgu_0050,H,,2.916157,7795,15,7795
human_science_spbgu_0054,H,,2.195058,5819,11,5819
human_science_spbgu_0055,H,,2.577782,8187,15,8187
human_science_spbgu_0057,H,,2.120909,3049,5,3049
human_science_spbgu_0059,H,,2.352395,5841,11,5841
human_science_spbgu_0060,H,,2.743833,2098,4,2098
human_science_spbgu_0061,H,,2.657014,6799,13,6799
human_science_spbgu_0062,H,,2.519645,7680,15,7680
human_science_spbgu_0063,H,,2.535834,6874,13,6874
human_science_spbgu_0064,H,,2.584165,8942,17,8942
human_science_spbgu_0065,H,,2.572867,6959,13,6959
human_science_urfu_0001,H,,2.609030,7053,13,7053
human_science_urfu_0002,H,,2.941107,4772,9,4772
human_science_urfu_0003,H,,2.575888,7559,14,7559
human_science_urfu_0004,H,,2.369779,7060,13,7060
human_science_urfu_0005,H,,2.309533,9451,18,9451
human_science_urfu_0006,H,,2.514949,8565,16,8565
human_science_urfu_0007,H,,2.912094,8358,16,8358
human_science_urfu_0008,H,,3.316209,5226,10,5226
human_science_urfu_0009,H,,2.927259,6637,12,6637
human_science_urfu_0010,H,,3.100210,7500,14,7500
human_science_urfu_0011,H,,2.997670,8524,16,8524
human_science_urfu_0012,H,,2.341235,7240,14,7240
human_science_urfu_0013,H,,2.460344,6861,13,6861
human_science_urfu_0014,H,,3.100541,5244,10,5244
human_science_urfu_0015,H,,2.509018,5307,10,5307
human_science_urfu_0016,H,,2.777588,7236,14,7236
human_science_urfu_0017,H,,2.478489,7409,14,7409
human_science_urfu_0018,H,,2.608676,6613,12,6613
human_science_urfu_0019,H,,2.653291,9432,18,9432
human_science_urfu_0020,H,,2.553008,8054,15,8054
human_science_urfu_0021,H,,2.410729,8815,17,8815
human_science_urfu_0022,H,,2.478192,7943,15,7943
human_science_urfu_0023,H,,2.578184,5791,11,5791
human_science_urfu_0024,H,,2.587621,7620,14,7620
human_science_urfu_0025,H,,2.264091,7228,14,7228
human_science_urfu_0026,H,,2.800777,8275,16,8275
human_science_urfu_0027,H,,2.516368,7146,13,7146
human_science_urfu_0028,H,,2.470474,7712,15,7712
human_science_urfu_0029,H,,2.266314,8378,16,8378
human_science_urfu_0030,H,,2.605623,7823,15,7823
human_science_urfu_0031,H,,2.889582,8257,16,8257
human_science_urfu_0032,H,,2.407086,7301,14,7301
human_science_urfu_0033,H,,2.494543,9341,18,9341
human_science_urfu_0034,H,,2.454700,7388,14,7388
human_science_urfu_0035,H,,2.364729,6814,13,6814
human_science_urfu_0036,H,,2.506720,8552,16,8552
human_science_urfu_0037,H,,2.917771,7431,14,7431
human_science_urfu_0038,H,,2.788800,10738,20,10738
human_science_urfu_0039,H,,2.799884,10697,20,10697
human_science_urfu_0040,H,,2.218584,10543,20,10543
human_science_urfu_0041,H,,2.549635,8783,17,8783
human_science_urfu_0042,H,,2.377503,4696,9,4696
human_science_urfu_0043,H,,2.051974,6208,12,6208
human_science_urfu_0044,H,,2.576071,10747,20,10747
human_science_urfu_0045,H,,2.461649,4097,8,4097
human_science_urfu_0046,H,,1.906346,10895,21,10895
human_science_urfu_0047,H,,2.957893,7106,13,7106
human_science_urfu_0048,H,,2.332726,3563,6,3563
human_seo_alaev_0001,H,,3.289141,1050,2,1050
human_seo_alaev_0002,H,,2.929938,1668,3,1668
human_seo_alaev_0003,H,,2.991649,1505,2,1505
human_seo_alaev_0004,H,,3.119545,3255,6,3255
human_seo_alaev_0005,H,,3.111188,1067,2,1067
human_seo_alaev_0006,H,,3.088421,1671,3,1671
human_seo_alaev_0007,H,,3.204087,1136,2,1136
human_seo_alaev_0008,H,,3.036389,1752,3,1752
human_seo_alaev_0009,H,,3.115585,2933,5,2933
human_seo_alaev_0010,H,,3.031317,1138,2,1138
human_seo_alaev_0011,H,,3.105113,837,1,837
human_seo_alaev_0012,H,,2.520793,1622,3,1622
human_seo_alaev_0013,H,,2.583742,1552,3,1552
human_seo_alaev_0014,H,,2.927582,1954,3,1954
human_seo_alaev_0015,H,,2.896489,964,1,964
human_seo_alaev_0016,H,,3.038286,1597,3,1597
human_seo_alaev_0017,H,,3.123461,1247,2,1247
human_seo_alaev_0018,H,,3.315721,4590,8,4590
human_seo_alaev_0019,H,,2.661750,2756,5,2756
human_seo_alaev_0020,H,,2.968517,1313,2,1313
human_seo_alaev_0021,H,,1.462681,4224,8,4224
human_seo_convertmonster_0001,H,,2.423620,904,1,904
human_seo_devaka_ru_0001,H,,2.232235,1431,2,1431
human_seo_devaka_ru_0002,H,,2.588975,1150,2,1150
human_seo_devaka_ru_0003,H,,2.991502,1295,2,1295
human_seo_devaka_ru_0004,H,,2.089361,2655,5,2655
human_seo_devaka_ru_0005,H,,2.149663,4069,7,4069
human_seo_devaka_ru_0006,H,,0.947473,3895,7,3895
human_seo_devaka_ru_0007,H,,2.125660,3229,6,3229
human_seo_devaka_ru_0008,H,,2.683670,1058,2,1058
human_seo_devaka_ru_0009,H,,2.439467,3760,7,3760
human_seo_devaka_ru_0011,H,,2.524474,1502,2,1502
human_seo_devaka_ru_0012,H,,1.753292,3530,6,3530
human_seo_devaka_ru_0013,H,,2.063827,1756,3,1756
human_seo_devaka_ru_0014,H,,1.897041,2419,4,2419
human_seo_devaka_ru_0017,H,,2.825129,1621,3,1621
human_seo_devaka_ru_0018,H,,2.314556,4183,8,4183
human_seo_devaka_ru_0019,H,,2.419166,1155,2,1155
human_seo_devaka_ru_0020,H,,2.791777,2844,5,2844
human_seo_devaka_ru_0021,H,,2.697752,3270,6,3270
human_seo_devaka_ru_0022,H,,2.760329,3253,6,3253
human_seo_devaka_ru_0023,H,,3.072921,1639,3,1639
human_seo_devaka_ru_0024,H,,2.921615,2827,5,2827
human_seo_devaka_ru_0025,H,,3.041889,1972,3,1972
human_seo_devaka_ru_0026,H,,2.674893,3532,6,3532
human_seo_devaka_ru_0027,H,,2.745254,2262,4,2262
human_seo_devaka_ru_0028,H,,2.974021,2216,4,2216
human_seo_devaka_ru_0029,H,,2.889951,2103,4,2103
human_seo_devaka_ru_0030,H,,2.646063,1943,3,1943
human_seo_devaka_ru_0031,H,,2.933317,2006,3,2006
human_seo_devaka_ru_0032,H,,2.736695,2201,4,2201
human_seo_devaka_ru_0033,H,,2.622592,1928,3,1928
human_seo_devaka_ru_0034,H,,2.824991,1912,3,1912
human_seo_devaka_ru_0035,H,,2.317796,1987,3,1987
human_seo_devaka_ru_0036,H,,2.887685,1299,2,1299
human_seo_drmax_0001,H,,2.516880,1590,3,1590
human_seo_drmax_0002,H,,2.109554,5887,11,5887
human_seo_drmax_0003,H,,1.638045,5843,11,5843
human_seo_drmax_0004,H,,1.955010,5479,10,5479
human_seo_drmax_0005,H,,2.507872,3722,7,3722
human_seo_drmax_0006,H,,2.501016,5105,9,5105
human_seo_drmax_0007,H,,2.479144,3374,6,3374
human_seo_drmax_0008,H,,2.134936,1253,2,1253
human_seo_drmax_0009,H,,2.059783,2217,4,2217
human_seo_drmax_0010,H,,1.839521,7805,15,7805
human_seo_drmax_0011,H,,2.266325,5178,10,5178
human_seo_drmax_0012,H,,2.583115,4705,9,4705
human_seo_drmax_0013,H,,2.003076,3352,6,3352
human_seo_drmax_0014,H,,2.238532,3842,7,3842
human_seo_drmax_0015,H,,3.037137,3016,5,3016
human_seo_drmax_0016,H,,1.781864,4614,9,4614
human_seo_drmax_0017,H,,1.640143,7987,15,7987
human_seo_drmax_0018,H,,2.599812,6423,12,6423
human_seo_drmax_0019,H,,2.593092,5154,10,5154
human_seo_drmax_0020,H,,2.516008,3658,7,3658
human_seo_drmax_0021,H,,1.830934,3933,7,3933
human_seo_drmax_0024,H,,2.315233,3555,6,3555
human_seo_drmax_0025,H,,2.208974,5177,10,5177
human_seo_drmax_su_0001,H,,1.793963,2620,5,2620
human_seo_drmax_su_0002,H,,2.630700,1792,3,1792
human_seo_drmax_su_0003,H,,2.126472,1804,3,1804
human_seo_drmax_su_0004,H,,2.581696,6140,11,6140
human_seo_drmax_su_0005,H,,2.264663,5136,10,5136
human_seo_drmax_su_0006,H,,2.576385,5323,10,5323
human_seo_drmax_su_0007,H,,2.325650,4024,7,4024
human_seo_drmax_su_0008,H,,2.685452,7004,13,7004
human_seo_labrika_0001,H,,2.279701,3223,6,3223
human_seo_labrika_0002,H,,1.639669,3874,7,3874
human_seo_labrika_0003,H,,2.746340,1963,3,1963
human_seo_labrika_0004,H,,1.699038,1459,2,1459
human_seo_madcats_0001,H,,3.512881,2342,4,2342
human_seo_madcats_0002,H,,2.975376,2362,4,2362
human_seo_madcats_0003,H,,3.148124,1027,2,1027
human_seo_madcats_0004,H,,2.924820,1728,3,1728
human_seo_madcats_0005,H,,3.016216,3625,7,3625
human_seo_madcats_0006,H,,3.237503,1596,3,1596
human_seo_madcats_0007,H,,2.971845,2237,4,2237
human_seo_madcats_0008,H,,2.851105,1333,2,1333
human_seo_madcats_0009,H,,3.124490,1118,2,1118
human_seo_madcats_0010,H,,3.254674,1695,3,1695
human_seo_madcats_0011,H,,3.093029,1001,1,1001
human_seo_madcats_0012,H,,3.032880,1540,3,1540
human_seo_madcats_0013,H,,3.075203,184,1,184
human_seo_madcats_0014,H,,3.197436,1416,2,1416
human_seo_madcats_0015,H,,3.196019,1341,2,1341
human_seo_madcats_0016,H,,3.155660,2218,4,2218
human_seo_madcats_0017,H,,2.927674,3084,6,3084
human_seo_madcats_0018,H,,3.080725,1080,2,1080
human_seo_madcats_0019,H,,3.244508,1152,2,1152
human_seo_madcats_0020,H,,3.170385,1074,2,1074
human_seo_madcats_0021,H,,2.855250,4137,8,4137
human_seo_madcats_0022,H,,3.065933,2190,4,2190
human_seo_madcats_0023,H,,3.137231,1528,2,1528
human_seo_madcats_0024,H,,3.243978,1088,2,1088
human_seo_madcats_0025,H,,3.293750,1581,3,1581
human_seo_madcats_0026,H,,3.143052,1361,2,1361
human_seo_madcats_0027,H,,2.795135,5425,10,5425
human_seo_madcats_0028,H,,2.725101,4189,8,4189
human_seo_madcats_0029,H,,3.151721,1983,3,1983
human_seo_madcats_0030,H,,3.093845,3480,6,3480
human_seo_madcats_ru_0001,H,,2.914722,2591,5,2591
human_seo_madcats_ru_0002,H,,2.845108,2925,5,2925
human_seo_madcats_ru_0003,H,,2.578926,1528,2,1528
human_seo_madcats_ru_0004,H,,3.130105,3576,6,3576
human_seo_madcats_ru_0005,H,,3.360781,2403,4,2403
human_seo_madcats_ru_0006,H,,2.764055,1438,2,1438
human_seo_madcats_ru_0007,H,,2.721249,1342,2,1342
human_seo_madcats_ru_0008,H,,3.345314,1607,3,1607
human_seo_madcats_ru_0009,H,,3.162523,1084,2,1084
human_seo_madcats_ru_0010,H,,3.150713,1151,2,1151
human_seo_madcats_ru_0012,H,,3.206656,1129,2,1129
human_seo_optimizatorsha_ru_0001,H,,2.541942,1672,3,1672
human_seo_optimizatorsha_ru_0002,H,,2.903920,1113,2,1113
human_seo_optimizatorsha_ru_0003,H,,2.614118,2915,5,2915
human_seo_optimizatorsha_ru_0004,H,,2.714716,1268,2,1268
human_seo_optimizatorsha_ru_0005,H,,2.888605,5568,10,5568
human_seo_seoprofy_ua_0001,H,,1.960051,7180,14,7180
human_seo_seoprofy_ua_0002,H,,2.712236,2382,4,2382
human_seo_seoprofy_ua_0003,H,,2.715872,1062,2,1062
human_seo_seopulses_0003,H,,2.978820,1350,2,1350
human_seo_seopulses_0005,H,,2.537240,1454,2,1454
human_seo_seopulses_0006,H,,2.853845,1793,3,1793
human_seo_seopulses_0007,H,,2.798016,1281,2,1281
human_seo_seopulses_0012,H,,2.647350,1579,3,1579
human_seo_seopulses_0014,H,,2.774940,2541,4,2541
human_seo_seopulses_0016,H,,2.509189,1268,2,1268
human_seo_seopulses_0017,H,,2.821632,2904,5,2904
human_seo_seopulses_0018,H,,2.954856,2766,5,2766
human_seo_seopulses_0020,H,,2.811212,1462,2,1462
human_seo_seopulses_0022,H,,2.713779,1161,2,1161
human_seo_seopulses_0025,H,,2.926524,1014,1,1014
human_seo_seopulses_ru_0001,H,,2.797170,1228,2,1228
human_seo_seopulses_ru_0002,H,,2.681049,2240,4,2240
human_seo_seopulses_ru_0003,H,,2.705345,1116,2,1116
human_seo_seopulses_ru_0004,H,,2.175038,1004,1,1004
human_seo_seopulses_ru_0005,H,,2.709634,2455,4,2455
human_seo_shakin_0001,H,,2.495089,1213,2,1213
human_seo_shakin_0002,H,,2.852358,1366,2,1366
human_seo_shakin_0003,H,,2.648337,1391,2,1391
human_seo_shakin_0004,H,,2.782167,1693,3,1693
