original_document_id,transformation_id,transformation,meaning_preserving,origin_class,genre,prompt_condition,generation_channel,index_baseline,index_transformed,delta,abs_delta,unstable,features_common,features_format,weight_common,weight_format,dropped_categories,m02_missing,applied_no_change,input_unchanged
human_seo_drmax_su_0001,10,сокращение текста,0,H,seo,,,29.7101,26.3285,-3.3816,3.3816,0,18,4,0.5700,0.1200,,0,0,0
human_seo_labrika_0002,10,сокращение текста,0,H,seo,,,26.1473,31.7633,5.6159,5.6159,1,18,4,0.5700,0.1200,,0,0,0
nemotron_b012_P1_r1,10,сокращение текста,0,A,seo,P1,nemotron,53.3213,60.6884,7.3671,7.3671,1,18,4,0.5700,0.1200,,0,0,0
nemotron_b015_P3_r2,10,сокращение текста,0,A,seo,P3,nemotron,61.7754,50.5435,-11.2319,11.2319,1,18,4,0.5700,0.1200,,0,0,0
nemotron_b016_P1_r1,10,сокращение текста,0,A,analytics,P1,nemotron,52.5362,58.3333,5.7971,5.7971,1,18,4,0.5700,0.1200,,0,0,0
nemotron_b022_P3_r2,10,сокращение текста,0,A,analytics,P3,nemotron,38.8889,28.7440,-10.1449,10.1449,1,18,4,0.5700,0.1200,,0,0,0
nemotron_b028_P1_r2,10,сокращение текста,0,A,analytics,P1,nemotron,65.2778,58.7560,-6.5217,6.5217,1,18,4,0.5700,0.1200,,0,0,0
nemotron_b033_P2_r2,10,сокращение текста,0,A,commercial,P2,nemotron,61.5942,53.9855,-7.6087,7.6087,1,18,4,0.5700,0.1200,,0,0,0
nemotron_b038_P1_r2,10,сокращение текста,0,A,commercial,P1,nemotron,55.1932,56.6425,1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b015_P2_r1,10,сокращение текста,0,A,seo,P2,real_claude,58.5145,57.3068,-1.2077,1.2077,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b018_P3_r2,10,сокращение текста,0,A,analytics,P3,real_claude,45.7126,47.6449,1.9324,1.9324,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b024_P1_r2,10,сокращение текста,0,A,analytics,P1,real_claude,53.4420,47.1618,-6.2802,6.2802,1,18,4,0.5700,0.1200,,0,0,0
real_claude_b025_P2_r1,10,сокращение текста,0,A,analytics,P2,real_claude,46.2560,37.5604,-8.6957,8.6957,1,18,4,0.5700,0.1200,,0,0,0
real_claude_b034_P2_r2,10,сокращение текста,0,A,commercial,P2,real_claude,72.8865,51.2681,-21.6184,21.6184,1,18,4,0.5700,0.1200,,0,0,0
real_claude_b040_P3_r2,10,сокращение текста,0,A,commercial,P3,real_claude,43.7198,33.6957,-10.0242,10.0242,1,18,4,0.5700,0.1200,,0,0,0
real_claude_b042_P3_r2,10,сокращение текста,0,A,commercial,P3,real_claude,29.0459,30.4952,1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b045_P3_r1,10,сокращение текста,0,A,commercial,P3,real_claude,53.5024,35.3865,-18.1159,18.1159,1,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b002_P3_r1,11,расширение текста,0,A,seo,P3,deepseek_pro,39.0097,42.6329,3.6232,3.6232,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b004_P2_r1,11,расширение текста,0,A,seo,P2,deepseek_pro,63.7681,45.2899,-18.4783,18.4783,1,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b007_P3_r2,11,расширение текста,0,A,seo,P3,deepseek_pro,47.5845,41.4251,-6.1594,6.1594,1,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b009_P1_r1,11,расширение текста,0,A,seo,P1,deepseek_pro,49.1546,49.4565,0.3019,0.3019,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b009_P2_r2,11,расширение текста,0,A,seo,P2,deepseek_pro,52.5362,47.4034,-5.1329,5.1329,1,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b021_P2_r2,11,расширение текста,0,A,analytics,P2,deepseek_pro,59.8430,35.5676,-24.2754,24.2754,1,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b037_P2_r2,11,расширение текста,0,A,commercial,P2,deepseek_pro,61.2923,53.9251,-7.3671,7.3671,1,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b038_P1_r2,11,расширение текста,0,A,commercial,P1,deepseek_pro,43.0556,48.1280,5.0725,5.0725,1,18,4,0.5700,0.1200,,0,0,0
gpt_b004_P1_r1,11,расширение текста,0,A,seo,P1,gpt,41.5459,48.0676,6.5217,6.5217,1,18,4,0.5700,0.1200,,0,0,0
gpt_b004_P3_r1,11,расширение текста,0,A,seo,P3,gpt,35.0242,42.9952,7.9710,7.9710,1,18,4,0.5700,0.1200,,0,0,0
gpt_b021_P3_r2,11,расширение текста,0,A,analytics,P3,gpt,52.4155,42.9952,-9.4203,9.4203,1,17,4,0.5700,0.1200,,1,0,0
gpt_b026_P1_r1,11,расширение текста,0,A,analytics,P1,gpt,61.1715,42.3309,-18.8406,18.8406,1,18,4,0.5700,0.1200,,0,0,0
gpt_b028_P2_r1,11,расширение текста,0,A,analytics,P2,gpt,43.7802,39.1908,-4.5894,4.5894,0,18,4,0.5700,0.1200,,0,0,0
gpt_b031_P1_r1,11,расширение текста,0,A,commercial,P1,gpt,29.7705,29.9517,0.1812,0.1812,0,18,4,0.5700,0.1200,,0,0,0
gpt_b040_P2_r1,11,расширение текста,0,A,commercial,P2,gpt,60.1449,45.8937,-14.2512,14.2512,1,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0001,11,расширение текста,0,H,translation,,,43.5990,40.7005,-2.8986,2.8986,0,17,4,0.5700,0.1200,,1,0,0
human_hard_rusltc_0002,11,расширение текста,0,H,translation,,,46.7391,39.7947,-6.9444,6.9444,1,17,4,0.5700,0.1200,,1,0,0
human_hard_rusltc_0003,11,расширение текста,0,H,translation,,,51.2681,40.8816,-10.3865,10.3865,1,17,4,0.5700,0.1200,,1,0,0
human_hard_rusltc_0055,11,расширение текста,0,H,translation,,,40.5797,47.1014,6.5217,6.5217,1,17,4,0.5700,0.1200,,1,0,0
human_hard_rusltc_0068,11,расширение текста,0,H,translation,,,17.3913,31.1594,13.7681,13.7681,1,17,4,0.5700,0.1200,,1,0,0
human_hard_rusltc_0073,11,расширение текста,0,H,translation,,,54.8309,43.7198,-11.1111,11.1111,1,17,4,0.5700,0.1200,,1,0,0
human_news_buriy_2014_0027,11,расширение текста,0,H,news,,,29.3478,33.6957,4.3478,4.3478,0,17,4,0.5700,0.1200,,1,0,0
human_news_buriy_2014_0034,11,расширение текста,0,H,news,,,47.2222,37.0773,-10.1449,10.1449,1,17,4,0.5700,0.1200,,1,0,0
human_news_gazeta_0031,11,расширение текста,0,H,news,,,36.3527,44.5652,8.2126,8.2126,1,17,4,0.5700,0.1200,,1,0,0
human_news_gazeta_0040,11,расширение текста,0,H,news,,,28.0193,43.4783,15.4589,15.4589,1,17,4,0.5700,0.1200,,1,0,0
human_news_lenta_0001,11,расширение текста,0,H,news,,,49.2150,41.2440,-7.9710,7.9710,1,17,4,0.5700,0.1200,,1,0,0
human_news_lenta_0016,11,расширение текста,0,H,news,,,61.2319,48.1884,-13.0435,13.0435,1,17,4,0.5700,0.1200,,1,0,0
human_prose_taiga_arzamas_0050,11,расширение текста,0,H,prose,,,26.2077,33.0918,6.8841,6.8841,1,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_arzamas_0051,11,расширение текста,0,H,prose,,,39.0097,36.8357,-2.1739,2.1739,0,17,4,0.5700,0.1200,,1,0,0
human_prose_taiga_magazines_0048,11,расширение текста,0,H,prose,,,56.5821,46.6787,-9.9034,9.9034,1,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_magazines_0053,11,расширение текста,0,H,prose,,,17.2101,16.4855,-0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_proza_0034,11,расширение текста,0,H,prose,,,34.0580,35.2657,1.2077,1.2077,0,17,4,0.5700,0.1200,,1,0,0
human_prose_taiga_proza_0056,11,расширение текста,0,H,prose,,,37.0169,34.8430,-2.1739,2.1739,0,17,4,0.5700,0.1200,,1,0,0
human_science_cyberleninka_0026,11,расширение текста,0,H,science,,,35.0845,35.8092,0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0031,11,расширение текста,0,H,science,,,41.1836,40.7005,-0.4831,0.4831,0,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0032,11,расширение текста,0,H,science,,,33.9372,32.6691,-1.2681,1.2681,0,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0053,11,расширение текста,0,H,science,,,46.7995,51.1473,4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
human_science_spbgu_0024,11,расширение текста,0,H,science,,,51.9324,46.4976,-5.4348,5.4348,1,18,4,0.5700,0.1200,,0,0,0
human_science_urfu_0028,11,расширение текста,0,H,science,,,41.7874,42.8744,1.0870,1.0870,0,18,4,0.5700,0.1200,,0,0,0
human_seo_alaev_0004,11,расширение текста,0,H,seo,,,37.8623,41.8478,3.9855,3.9855,0,18,4,0.5700,0.1200,,0,0,0
human_seo_convertmonster_0001,11,расширение текста,0,H,seo,,,28.3816,40.9420,12.5604,12.5604,1,18,4,0.5700,0.1200,,0,0,0
human_seo_devaka_ru_0004,11,расширение текста,0,H,seo,,,36.9565,37.9227,0.9662,0.9662,0,18,4,0.5700,0.1200,,0,0,0
human_seo_drmax_0002,11,расширение текста,0,H,seo,,,38.1039,35.5676,-2.5362,2.5362,0,18,4,0.5700,0.1200,,0,0,0
human_seo_drmax_su_0001,11,расширение текста,0,H,seo,,,29.7101,31.4010,1.6908,1.6908,0,18,4,0.5700,0.1200,,0,0,0
human_seo_labrika_0002,11,расширение текста,0,H,seo,,,26.1473,31.2198,5.0725,5.0725,1,18,4,0.5700,0.1200,,0,0,0
nemotron_b012_P1_r1,11,расширение текста,0,A,seo,P1,nemotron,53.3213,51.5097,-1.8116,1.8116,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b015_P3_r2,11,расширение текста,0,A,seo,P3,nemotron,61.7754,52.7174,-9.0580,9.0580,1,18,4,0.5700,0.1200,,0,0,0
nemotron_b016_P1_r1,11,расширение текста,0,A,analytics,P1,nemotron,52.5362,58.3333,5.7971,5.7971,1,18,4,0.5700,0.1200,,0,0,0
nemotron_b022_P3_r2,11,расширение текста,0,A,analytics,P3,nemotron,38.8889,43.2367,4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b028_P1_r2,11,расширение текста,0,A,analytics,P1,nemotron,65.2778,52.8986,-12.3792,12.3792,1,18,4,0.5700,0.1200,,0,0,0
nemotron_b033_P2_r2,11,расширение текста,0,A,commercial,P2,nemotron,61.5942,39.4928,-22.1014,22.1014,1,18,4,0.5700,0.1200,,0,0,0
nemotron_b038_P1_r2,11,расширение текста,0,A,commercial,P1,nemotron,55.1932,56.6425,1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b015_P2_r1,11,расширение текста,0,A,seo,P2,real_claude,58.5145,50.6039,-7.9106,7.9106,1,18,4,0.5700,0.1200,,0,0,0
real_claude_b018_P3_r2,11,расширение текста,0,A,analytics,P3,real_claude,45.7126,47.8865,2.1739,2.1739,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b024_P1_r2,11,расширение текста,0,A,analytics,P1,real_claude,53.4420,44.3237,-9.1184,9.1184,1,18,4,0.5700,0.1200,,0,0,0
real_claude_b025_P2_r1,11,расширение текста,0,A,analytics,P2,real_claude,46.2560,46.2560,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b034_P2_r2,11,расширение текста,0,A,commercial,P2,real_claude,72.8865,55.0725,-17.8140,17.8140,1,18,4,0.5700,0.1200,,0,0,0
real_claude_b040_P3_r2,11,расширение текста,0,A,commercial,P3,real_claude,43.7198,43.3575,-0.3623,0.3623,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b042_P3_r2,11,расширение текста,0,A,commercial,P3,real_claude,29.0459,35.7488,6.7029,6.7029,1,18,4,0.5700,0.1200,,0,0,0
real_claude_b045_P3_r1,11,расширение текста,0,A,commercial,P3,real_claude,53.5024,51.3285,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b002_P3_r1,13,добавление орфографических ошибок,0,A,seo,P3,deepseek_pro,39.0097,39.0097,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b004_P2_r1,13,добавление орфографических ошибок,0,A,seo,P2,deepseek_pro,63.7681,63.7681,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b007_P3_r2,13,добавление орфографических ошибок,0,A,seo,P3,deepseek_pro,47.5845,43.2367,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b009_P1_r1,13,добавление орфографических ошибок,0,A,seo,P1,deepseek_pro,49.1546,49.1546,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b009_P2_r2,13,добавление орфографических ошибок,0,A,seo,P2,deepseek_pro,52.5362,51.0870,-1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b021_P2_r2,13,добавление орфографических ошибок,0,A,analytics,P2,deepseek_pro,59.8430,59.8430,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b037_P2_r2,13,добавление орфографических ошибок,0,A,commercial,P2,deepseek_pro,61.2923,61.2923,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b038_P1_r2,13,добавление орфографических ошибок,0,A,commercial,P1,deepseek_pro,43.0556,42.3309,-0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0,0
gpt_b004_P1_r1,13,добавление орфографических ошибок,0,A,seo,P1,gpt,41.5459,39.8551,-1.6908,1.6908,0,18,4,0.5700,0.1200,,0,0,0
gpt_b004_P3_r1,13,добавление орфографических ошибок,0,A,seo,P3,gpt,35.0242,35.0242,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
gpt_b021_P3_r2,13,добавление орфографических ошибок,0,A,analytics,P3,gpt,52.4155,61.1111,8.6957,8.6957,1,18,4,0.5700,0.1200,,0,0,0
gpt_b026_P1_r1,13,добавление орфографических ошибок,0,A,analytics,P1,gpt,61.1715,61.1715,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
gpt_b028_P2_r1,13,добавление орфографических ошибок,0,A,analytics,P2,gpt,43.7802,42.3309,-1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
gpt_b031_P1_r1,13,добавление орфографических ошибок,0,A,commercial,P1,gpt,29.7705,34.1184,4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
gpt_b040_P2_r1,13,добавление орфографических ошибок,0,A,commercial,P2,gpt,60.1449,58.6957,-1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0001,13,добавление орфографических ошибок,0,H,translation,,,43.5990,43.5990,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0002,13,добавление орфографических ошибок,0,H,translation,,,46.7391,46.7391,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0003,13,добавление орфографических ошибок,0,H,translation,,,51.2681,51.2681,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0055,13,добавление орфографических ошибок,0,H,translation,,,40.5797,40.5797,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0068,13,добавление орфографических ошибок,0,H,translation,,,17.3913,17.3913,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0,0
human_hard_rusltc_0073,13,добавление орфографических ошибок,0,H,translation,,,54.8309,57.4879,2.6570,2.6570,0,17,4,0.5700,0.1200,,1,0,0
human_news_buriy_2014_0027,13,добавление орфографических ошибок,0,H,news,,,29.3478,29.3478,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_news_buriy_2014_0034,13,добавление орфографических ошибок,0,H,news,,,47.2222,47.2222,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_news_gazeta_0031,13,добавление орфографических ошибок,0,H,news,,,36.3527,33.4541,-2.8986,2.8986,0,17,4,0.5700,0.1200,,1,0,0
human_news_gazeta_0040,13,добавление орфографических ошибок,0,H,news,,,28.0193,34.7826,6.7633,6.7633,1,17,4,0.5700,0.1200,,1,0,0
human_news_lenta_0001,13,добавление орфографических ошибок,0,H,news,,,49.2150,49.2150,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0,0
human_news_lenta_0016,13,добавление орфографических ошибок,0,H,news,,,61.2319,61.2319,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0,0
human_prose_taiga_arzamas_0050,13,добавление орфографических ошибок,0,H,prose,,,26.2077,21.8599,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_arzamas_0051,13,добавление орфографических ошибок,0,H,prose,,,39.0097,39.0097,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_magazines_0048,13,добавление орфографических ошибок,0,H,prose,,,56.5821,50.7850,-5.7971,5.7971,1,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_magazines_0053,13,добавление орфографических ошибок,0,H,prose,,,17.2101,17.2101,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_proza_0034,13,добавление орфографических ошибок,0,H,prose,,,34.0580,34.0580,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_proza_0056,13,добавление орфографических ошибок,0,H,prose,,,37.0169,37.0169,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0026,13,добавление орфографических ошибок,0,H,science,,,35.0845,35.0845,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0031,13,добавление орфографических ошибок,0,H,science,,,41.1836,45.5314,4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0032,13,добавление орфографических ошибок,0,H,science,,,33.9372,33.2126,-0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0053,13,добавление орфографических ошибок,0,H,science,,,46.7995,46.7995,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_science_spbgu_0024,13,добавление орфографических ошибок,0,H,science,,,51.9324,53.6232,1.6908,1.6908,0,18,4,0.5700,0.1200,,0,0,0
human_science_urfu_0028,13,добавление орфографических ошибок,0,H,science,,,41.7874,40.3382,-1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
human_seo_alaev_0004,13,добавление орфографических ошибок,0,H,seo,,,37.8623,39.3116,1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
human_seo_convertmonster_0001,13,добавление орфографических ошибок,0,H,seo,,,28.3816,28.3816,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_seo_devaka_ru_0004,13,добавление орфографических ошибок,0,H,seo,,,36.9565,32.6087,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
human_seo_drmax_0002,13,добавление орфографических ошибок,0,H,seo,,,38.1039,38.1039,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_seo_drmax_su_0001,13,добавление орфографических ошибок,0,H,seo,,,29.7101,28.2609,-1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
human_seo_labrika_0002,13,добавление орфографических ошибок,0,H,seo,,,26.1473,26.1473,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b012_P1_r1,13,добавление орфографических ошибок,0,A,seo,P1,nemotron,53.3213,53.3213,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b015_P3_r2,13,добавление орфографических ошибок,0,A,seo,P3,nemotron,61.7754,63.2246,1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b016_P1_r1,13,добавление орфографических ошибок,0,A,analytics,P1,nemotron,52.5362,52.5362,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b022_P3_r2,13,добавление орфографических ошибок,0,A,analytics,P3,nemotron,38.8889,43.2367,4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b028_P1_r2,13,добавление орфографических ошибок,0,A,analytics,P1,nemotron,65.2778,65.2778,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b033_P2_r2,13,добавление орфографических ошибок,0,A,commercial,P2,nemotron,61.5942,60.1449,-1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b038_P1_r2,13,добавление орфографических ошибок,0,A,commercial,P1,nemotron,55.1932,55.1932,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b015_P2_r1,13,добавление орфографических ошибок,0,A,seo,P2,real_claude,58.5145,58.5145,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b018_P3_r2,13,добавление орфографических ошибок,0,A,analytics,P3,real_claude,45.7126,45.7126,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b024_P1_r2,13,добавление орфографических ошибок,0,A,analytics,P1,real_claude,53.4420,56.3406,2.8986,2.8986,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b025_P2_r1,13,добавление орфографических ошибок,0,A,analytics,P2,real_claude,46.2560,46.2560,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b034_P2_r2,13,добавление орфографических ошибок,0,A,commercial,P2,real_claude,72.8865,72.8865,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b040_P3_r2,13,добавление орфографических ошибок,0,A,commercial,P3,real_claude,43.7198,48.0676,4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b042_P3_r2,13,добавление орфографических ошибок,0,A,commercial,P3,real_claude,29.0459,29.0459,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b045_P3_r1,13,добавление орфографических ошибок,0,A,commercial,P3,real_claude,53.5024,53.5024,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b002_P3_r1,14,удаление типичных клише,0,A,seo,P3,deepseek_pro,39.0097,38.2850,-0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b004_P2_r1,14,удаление типичных клише,0,A,seo,P2,deepseek_pro,63.7681,59.9638,-3.8043,3.8043,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b007_P3_r2,14,удаление типичных клише,0,A,seo,P3,deepseek_pro,47.5845,51.2077,3.6232,3.6232,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b009_P1_r1,14,удаление типичных клише,0,A,seo,P1,deepseek_pro,49.1546,59.3599,10.2053,10.2053,1,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b009_P2_r2,14,удаление типичных клише,0,A,seo,P2,deepseek_pro,52.5362,55.4348,2.8986,2.8986,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b021_P2_r2,14,удаление типичных клише,0,A,analytics,P2,deepseek_pro,59.8430,59.8430,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b037_P2_r2,14,удаление типичных клише,0,A,commercial,P2,deepseek_pro,61.2923,59.8430,-1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b038_P1_r2,14,удаление типичных клише,0,A,commercial,P1,deepseek_pro,43.0556,43.0556,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
gpt_b004_P1_r1,14,удаление типичных клише,0,A,seo,P1,gpt,41.5459,37.1981,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
gpt_b004_P3_r1,14,удаление типичных клише,0,A,seo,P3,gpt,35.0242,39.3720,4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
gpt_b021_P3_r2,14,удаление типичных клише,0,A,analytics,P3,gpt,52.4155,51.6908,-0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0,0
gpt_b026_P1_r1,14,удаление типичных клише,0,A,analytics,P1,gpt,61.1715,61.1715,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
gpt_b028_P2_r1,14,удаление типичных клише,0,A,analytics,P2,gpt,43.7802,42.0894,-1.6908,1.6908,0,18,4,0.5700,0.1200,,0,0,0
gpt_b031_P1_r1,14,удаление типичных клише,0,A,commercial,P1,gpt,29.7705,29.7705,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
gpt_b040_P2_r1,14,удаление типичных клише,0,A,commercial,P2,gpt,60.1449,54.7101,-5.4348,5.4348,1,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0001,14,удаление типичных клише,0,H,translation,,,43.5990,45.8333,2.2343,2.2343,0,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0002,14,удаление типичных клише,0,H,translation,,,46.7391,48.4300,1.6908,1.6908,0,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0003,14,удаление типичных клише,0,H,translation,,,51.2681,51.8116,0.5435,0.5435,0,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0055,14,удаление типичных клише,0,H,translation,,,40.5797,42.0290,1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0068,14,удаление типичных клише,0,H,translation,,,17.3913,21.7391,4.3478,4.3478,0,17,4,0.5700,0.1200,,1,0,0
human_hard_rusltc_0073,14,удаление типичных клише,0,H,translation,,,54.8309,59.1787,4.3478,4.3478,0,17,4,0.5700,0.1200,,1,0,0
human_news_buriy_2014_0027,14,удаление типичных клише,0,H,news,,,29.3478,25.9662,-3.3816,3.3816,0,18,4,0.5700,0.1200,,0,0,0
human_news_buriy_2014_0034,14,удаление типичных клише,0,H,news,,,47.2222,47.2222,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_news_gazeta_0031,14,удаление типичных клише,0,H,news,,,36.3527,33.6353,-2.7174,2.7174,0,17,4,0.5700,0.1200,,1,0,0
human_news_gazeta_0040,14,удаление типичных клише,0,H,news,,,28.0193,21.8599,-6.1594,6.1594,1,17,4,0.5700,0.1200,,1,0,0
human_news_lenta_0001,14,удаление типичных клише,0,H,news,,,49.2150,46.1353,-3.0797,3.0797,0,17,4,0.5700,0.1200,,1,0,0
human_news_lenta_0016,14,удаление типичных клише,0,H,news,,,61.2319,61.2319,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0,0
human_prose_taiga_arzamas_0050,14,удаление типичных клише,0,H,prose,,,26.2077,20.6522,-5.5556,5.5556,1,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_arzamas_0051,14,удаление типичных клише,0,H,prose,,,39.0097,39.0097,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_magazines_0048,14,удаление типичных клише,0,H,prose,,,56.5821,50.7850,-5.7971,5.7971,1,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_magazines_0053,14,удаление типичных клише,0,H,prose,,,17.2101,17.2101,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_proza_0034,14,удаление типичных клише,0,H,prose,,,34.0580,31.4010,-2.6570,2.6570,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_proza_0056,14,удаление типичных клише,0,H,prose,,,37.0169,31.2198,-5.7971,5.7971,1,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0026,14,удаление типичных клише,0,H,science,,,35.0845,35.0845,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
