original_document_id,transformation_id,transformation,meaning_preserving,origin_class,genre,prompt_condition,generation_channel,index_baseline,index_transformed,delta,abs_delta,unstable,features_common,features_format
gpt_b040_P2_r1,13,добавление орфографических ошибок,0,A,commercial,P2,gpt,60.1449,50.0000,-10.1449,10.1449,1,14,4
human_hard_rusltc_0001,13,добавление орфографических ошибок,0,H,translation,,,45.2899,46.1640,0.8741,0.8741,0,14,4
human_hard_rusltc_0002,13,добавление орфографических ошибок,0,H,translation,,,46.7391,40.8730,-5.8661,5.8661,1,14,4
human_hard_rusltc_0003,13,добавление орфографических ошибок,0,H,translation,,,51.2681,49.8016,-1.4665,1.4665,0,14,4
human_hard_rusltc_0055,13,добавление орфографических ошибок,0,H,translation,,,40.5797,38.0952,-2.4845,2.4845,0,14,4
human_hard_rusltc_0068,13,добавление орфографических ошибок,0,H,translation,,,17.3913,23.0159,5.6246,5.6246,1,14,4
human_hard_rusltc_0073,13,добавление орфографических ошибок,0,H,translation,,,54.8309,58.2011,3.3702,3.3702,0,14,4
human_news_buriy_2014_0027,13,добавление орфографических ошибок,0,H,news,,,29.3478,22.6190,-6.7288,6.7288,1,14,4
human_news_buriy_2014_0034,13,добавление орфографических ошибок,0,H,news,,,47.2222,50.9259,3.7037,3.7037,0,14,4
human_news_gazeta_0031,13,добавление орфографических ошибок,0,H,news,,,36.3527,35.0529,-1.2998,1.2998,0,14,4
human_news_gazeta_0040,13,добавление орфографических ошибок,0,H,news,,,29.1063,28.5714,-0.5349,0.5349,0,14,4
human_news_lenta_0001,13,добавление орфографических ошибок,0,H,news,,,49.2150,48.3466,-0.8684,0.8684,0,14,4
human_news_lenta_0016,13,добавление орфографических ошибок,0,H,news,,,61.2319,59.1270,-2.1049,2.1049,0,14,4
human_prose_taiga_arzamas_0050,13,добавление орфографических ошибок,0,H,prose,,,26.2077,21.5608,-4.6469,4.6469,0,14,4
human_prose_taiga_arzamas_0051,13,добавление орфографических ошибок,0,H,prose,,,39.0097,43.5185,4.5088,4.5088,0,14,4
human_prose_taiga_magazines_0048,13,добавление орфографических ошибок,0,H,prose,,,55.1329,52.4471,-2.6858,2.6858,0,14,4
human_prose_taiga_magazines_0053,13,добавление орфографических ошибок,0,H,prose,,,17.2101,18.8492,1.6391,1.6391,0,14,4
human_prose_taiga_proza_0034,13,добавление орфографических ошибок,0,H,prose,,,34.0580,30.1587,-3.8993,3.8993,0,14,4
human_prose_taiga_proza_0056,13,добавление орфографических ошибок,0,H,prose,,,37.0169,29.4312,-7.5857,7.5857,1,14,4
human_science_cyberleninka_0026,13,добавление орфографических ошибок,0,H,science,,,35.0845,38.4259,3.3414,3.3414,0,14,4
human_science_cyberleninka_0031,13,добавление орфографических ошибок,0,H,science,,,41.1836,34.7884,-6.3952,6.3952,1,14,4
human_science_cyberleninka_0032,13,добавление орфографических ошибок,0,H,science,,,37.5604,29.2328,-8.3276,8.3276,1,14,4
human_science_cyberleninka_0053,13,добавление орфографических ошибок,0,H,science,,,46.7995,44.9074,-1.8921,1.8921,0,14,4
human_science_spbgu_0024,13,добавление орфографических ошибок,0,H,science,,,51.9324,49.2063,-2.7261,2.7261,0,14,4
human_science_urfu_0028,13,добавление орфографических ошибок,0,H,science,,,41.7874,33.0688,-8.7186,8.7186,1,14,4
human_seo_alaev_0004,13,добавление орфографических ошибок,0,H,seo,,,37.8623,37.5000,-0.3623,0.3623,0,14,4
human_seo_convertmonster_0001,13,добавление орфографических ошибок,0,H,seo,,,28.3816,21.5608,-6.8208,6.8208,1,14,4
human_seo_devaka_ru_0004,13,добавление орфографических ошибок,0,H,seo,,,36.9565,27.7778,-9.1787,9.1787,1,14,4
human_seo_drmax_0002,13,добавление орфографических ошибок,0,H,seo,,,38.1039,44.9074,6.8035,6.8035,1,14,4
human_seo_drmax_su_0001,13,добавление орфографических ошибок,0,H,seo,,,29.7101,20.6349,-9.0752,9.0752,1,14,4
human_seo_labrika_0002,13,добавление орфографических ошибок,0,H,seo,,,26.1473,31.8122,5.6649,5.6649,1,14,4
nemotron_b012_P1_r1,13,добавление орфографических ошибок,0,A,seo,P1,nemotron,53.3213,44.1138,-9.2075,9.2075,1,14,4
nemotron_b015_P3_r2,13,добавление орфографических ошибок,0,A,seo,P3,nemotron,61.7754,57.3413,-4.4341,4.4341,0,14,4
nemotron_b016_P1_r1,13,добавление орфографических ошибок,0,A,analytics,P1,nemotron,52.5362,40.8730,-11.6632,11.6632,1,14,4
nemotron_b022_P3_r2,13,добавление орфографических ошибок,0,A,analytics,P3,nemotron,38.8889,33.8624,-5.0265,5.0265,1,14,4
nemotron_b028_P1_r2,13,добавление орфографических ошибок,0,A,analytics,P1,nemotron,65.2778,54.0344,-11.2434,11.2434,1,14,4
nemotron_b033_P2_r2,13,добавление орфографических ошибок,0,A,commercial,P2,nemotron,60.1449,51.5873,-8.5576,8.5576,1,14,4
nemotron_b038_P1_r2,13,добавление орфографических ошибок,0,A,commercial,P1,nemotron,55.1932,44.5767,-10.6165,10.6165,1,14,4
real_claude_b015_P2_r1,13,добавление орфографических ошибок,0,A,seo,P2,real_claude,58.5145,43.4524,-15.0621,15.0621,1,14,4
real_claude_b018_P3_r2,13,добавление орфографических ошибок,0,A,analytics,P3,real_claude,45.7126,43.7169,-1.9957,1.9957,0,14,4
real_claude_b024_P1_r2,13,добавление орфографических ошибок,0,A,analytics,P1,real_claude,53.4420,45.0397,-8.4023,8.4023,1,14,4
real_claude_b025_P2_r1,13,добавление орфографических ошибок,0,A,analytics,P2,real_claude,46.2560,28.4392,-17.8168,17.8168,1,14,4
real_claude_b034_P2_r2,13,добавление орфографических ошибок,0,A,commercial,P2,real_claude,72.8865,52.8439,-20.0426,20.0426,1,14,4
real_claude_b040_P3_r2,13,добавление орфографических ошибок,0,A,commercial,P3,real_claude,43.7198,36.7725,-6.9473,6.9473,1,14,4
real_claude_b042_P3_r2,13,добавление орфографических ошибок,0,A,commercial,P3,real_claude,29.0459,26.2566,-2.7893,2.7893,0,14,4
real_claude_b045_P3_r1,13,добавление орфографических ошибок,0,A,commercial,P3,real_claude,53.5024,49.0741,-4.4283,4.4283,0,14,4
deepseek_pro_b002_P3_r1,14,удаление типичных клише,0,A,seo,P3,deepseek_pro,39.0097,39.5503,0.5406,0.5406,0,14,4
deepseek_pro_b004_P2_r1,14,удаление типичных клише,0,A,seo,P2,deepseek_pro,63.7681,40.4762,-23.2919,23.2919,1,14,4
deepseek_pro_b007_P3_r2,14,удаление типичных клише,0,A,seo,P3,deepseek_pro,47.5845,41.0053,-6.5792,6.5792,1,14,4
deepseek_pro_b009_P1_r1,14,удаление типичных клише,0,A,seo,P1,deepseek_pro,49.1546,55.4894,6.3348,6.3348,1,14,4
deepseek_pro_b009_P2_r2,14,удаление типичных клише,0,A,seo,P2,deepseek_pro,53.0797,45.2381,-7.8416,7.8416,1,14,4
deepseek_pro_b021_P2_r2,14,удаление типичных клише,0,A,analytics,P2,deepseek_pro,59.8430,41.0714,-18.7716,18.7716,1,14,4
deepseek_pro_b037_P2_r2,14,удаление типичных клише,0,A,commercial,P2,deepseek_pro,61.2923,48.3466,-12.9457,12.9457,1,14,4
deepseek_pro_b038_P1_r2,14,удаление типичных клише,0,A,commercial,P1,deepseek_pro,43.0556,28.1085,-14.9471,14.9471,1,14,4
gpt_b004_P1_r1,14,удаление типичных клише,0,A,seo,P1,gpt,41.5459,35.1852,-6.3607,6.3607,1,14,4
gpt_b004_P3_r1,14,удаление типичных клише,0,A,seo,P3,gpt,35.0242,34.3915,-0.6327,0.6327,0,14,4
gpt_b021_P3_r2,14,удаление типичных клише,0,A,analytics,P3,gpt,52.4155,51.8519,-0.5636,0.5636,0,14,4
gpt_b026_P1_r1,14,удаление типичных клише,0,A,analytics,P1,gpt,61.1715,54.8280,-6.3435,6.3435,1,14,4
gpt_b028_P2_r1,14,удаление типичных клише,0,A,analytics,P2,gpt,43.7802,30.9524,-12.8278,12.8278,1,14,4
gpt_b031_P1_r1,14,удаление типичных клише,0,A,commercial,P1,gpt,29.7705,,,,,1,0
gpt_b040_P2_r1,14,удаление типичных клише,0,A,commercial,P2,gpt,60.1449,35.7143,-24.4306,24.4306,1,14,4
human_hard_rusltc_0001,14,удаление типичных клише,0,H,translation,,,45.2899,46.2302,0.9403,0.9403,0,14,4
human_hard_rusltc_0002,14,удаление типичных клише,0,H,translation,,,46.7391,40.3439,-6.3952,6.3952,1,14,4
human_hard_rusltc_0003,14,удаление типичных клише,0,H,translation,,,51.2681,50.3968,-0.8713,0.8713,0,14,4
human_hard_rusltc_0055,14,удаление типичных клише,0,H,translation,,,40.5797,38.0952,-2.4845,2.4845,0,14,4
human_hard_rusltc_0068,14,удаление типичных клише,0,H,translation,,,17.3913,27.7778,10.3865,10.3865,1,14,4
human_hard_rusltc_0073,14,удаление типичных клише,0,H,translation,,,54.8309,60.0529,5.2220,5.2220,1,14,4
human_news_buriy_2014_0027,14,удаление типичных клише,0,H,news,,,29.3478,18.9153,-10.4325,10.4325,1,14,4
human_news_buriy_2014_0034,14,удаление типичных клише,0,H,news,,,47.2222,50.9259,3.7037,3.7037,0,14,4
human_news_gazeta_0031,14,удаление типичных клише,0,H,news,,,36.3527,32.0767,-4.2760,4.2760,0,14,4
human_news_gazeta_0040,14,удаление типичных клише,0,H,news,,,29.1063,18.3862,-10.7201,10.7201,1,14,4
human_news_lenta_0001,14,удаление типичных клише,0,H,news,,,49.2150,41.0053,-8.2097,8.2097,1,14,4
human_news_lenta_0016,14,удаление типичных клише,0,H,news,,,61.2319,59.1270,-2.1049,2.1049,0,14,4
human_prose_taiga_arzamas_0050,14,удаление типичных клише,0,H,prose,,,26.2077,16.2698,-9.9379,9.9379,1,14,4
human_prose_taiga_arzamas_0051,14,удаление типичных клише,0,H,prose,,,39.0097,43.5185,4.5088,4.5088,0,14,4
human_prose_taiga_magazines_0048,14,удаление типичных клише,0,H,prose,,,55.1329,52.4471,-2.6858,2.6858,0,14,4
human_prose_taiga_magazines_0053,14,удаление типичных клише,0,H,prose,,,17.2101,16.4683,-0.7418,0.7418,0,14,4
human_prose_taiga_proza_0034,14,удаление типичных клише,0,H,prose,,,34.0580,23.5450,-10.5130,10.5130,1,14,4
human_prose_taiga_proza_0056,14,удаление типичных клише,0,H,prose,,,37.0169,24.6693,-12.3476,12.3476,1,14,4
human_science_cyberleninka_0026,14,удаление типичных клише,0,H,science,,,35.0845,38.4259,3.3414,3.3414,0,14,4
human_science_cyberleninka_0031,14,удаление типичных клише,0,H,science,,,41.1836,33.2011,-7.9825,7.9825,1,14,4
human_science_cyberleninka_0032,14,удаление типичных клише,0,H,science,,,37.5604,26.8519,-10.7085,10.7085,1,14,4
human_science_cyberleninka_0053,14,удаление типичных клише,0,H,science,,,46.7995,35.4497,-11.3498,11.3498,1,14,4
human_science_spbgu_0024,14,удаление типичных клише,0,H,science,,,51.9324,43.7831,-8.1493,8.1493,1,14,4
human_science_urfu_0028,14,удаление типичных клише,0,H,science,,,41.7874,33.0688,-8.7186,8.7186,1,14,4
human_seo_alaev_0004,14,удаление типичных клише,0,H,seo,,,37.8623,37.1032,-0.7591,0.7591,0,14,4
human_seo_convertmonster_0001,14,удаление типичных клише,0,H,seo,,,28.3816,12.9630,-15.4186,15.4186,1,14,4
human_seo_devaka_ru_0004,14,удаление типичных клише,0,H,seo,,,36.9565,24.3386,-12.6179,12.6179,1,14,4
human_seo_drmax_0002,14,удаление типичных клише,0,H,seo,,,38.1039,40.1455,2.0416,2.0416,0,14,4
human_seo_drmax_su_0001,14,удаление типичных клише,0,H,seo,,,29.7101,25.4630,-4.2471,4.2471,0,14,4
human_seo_labrika_0002,14,удаление типичных клише,0,H,seo,,,26.1473,26.9841,0.8368,0.8368,0,14,4
nemotron_b012_P1_r1,14,удаление типичных клише,0,A,seo,P1,nemotron,53.3213,44.9735,-8.3478,8.3478,1,14,4
nemotron_b015_P3_r2,14,удаление типичных клише,0,A,seo,P3,nemotron,61.7754,60.3836,-1.3918,1.3918,0,14,4
nemotron_b016_P1_r1,14,удаление типичных клише,0,A,analytics,P1,nemotron,52.5362,40.8730,-11.6632,11.6632,1,14,4
nemotron_b022_P3_r2,14,удаление типичных клише,0,A,analytics,P3,nemotron,38.8889,33.8624,-5.0265,5.0265,1,14,4
nemotron_b028_P1_r2,14,удаление типичных клише,0,A,analytics,P1,nemotron,65.2778,43.1878,-22.0900,22.0900,1,14,4
nemotron_b033_P2_r2,14,удаление типичных клише,0,A,commercial,P2,nemotron,60.1449,48.5450,-11.5999,11.5999,1,14,4
nemotron_b038_P1_r2,14,удаление типичных клише,0,A,commercial,P1,nemotron,55.1932,46.2963,-8.8969,8.8969,1,14,4
real_claude_b015_P2_r1,14,удаление типичных клише,0,A,seo,P2,real_claude,58.5145,45.2381,-13.2764,13.2764,1,14,4
real_claude_b018_P3_r2,14,удаление типичных клише,0,A,analytics,P3,real_claude,45.7126,,,,,1,0
real_claude_b024_P1_r2,14,удаление типичных клише,0,A,analytics,P1,real_claude,53.4420,,,,,1,0
real_claude_b025_P2_r1,14,удаление типичных клише,0,A,analytics,P2,real_claude,46.2560,21.9577,-24.2983,24.2983,1,14,4
real_claude_b034_P2_r2,14,удаление типичных клише,0,A,commercial,P2,real_claude,72.8865,33.7963,-39.0902,39.0902,1,14,4
real_claude_b040_P3_r2,14,удаление типичных клише,0,A,commercial,P3,real_claude,43.7198,,,,,1,0
real_claude_b042_P3_r2,14,удаление типичных клише,0,A,commercial,P3,real_claude,29.0459,,,,,1,0
real_claude_b045_P3_r1,14,удаление типичных клише,0,A,commercial,P3,real_claude,53.5024,,,,,1,0
deepseek_pro_b002_P3_r1,15,подмена символов и гомоглифы,1,A,seo,P3,deepseek_pro,39.0097,39.5503,0.5406,0.5406,0,14,4
deepseek_pro_b004_P2_r1,15,подмена символов и гомоглифы,1,A,seo,P2,deepseek_pro,63.7681,47.6190,-16.1491,16.1491,1,14,4
deepseek_pro_b007_P3_r2,15,подмена символов и гомоглифы,1,A,seo,P3,deepseek_pro,47.5845,37.8307,-9.7538,9.7538,1,14,4
deepseek_pro_b009_P1_r1,15,подмена символов и гомоглифы,1,A,seo,P1,deepseek_pro,49.1546,46.1640,-2.9906,2.9906,0,14,4
deepseek_pro_b009_P2_r2,15,подмена символов и гомоглифы,1,A,seo,P2,deepseek_pro,53.0797,47.2222,-5.8575,5.8575,1,14,4
deepseek_pro_b021_P2_r2,15,подмена символов и гомоглифы,1,A,analytics,P2,deepseek_pro,59.8430,45.7011,-14.1419,14.1419,1,14,4
deepseek_pro_b037_P2_r2,15,подмена символов и гомоглифы,1,A,commercial,P2,deepseek_pro,61.2923,45.7011,-15.5912,15.5912,1,14,4
deepseek_pro_b038_P1_r2,15,подмена символов и гомоглифы,1,A,commercial,P1,deepseek_pro,43.0556,33.6640,-9.3916,9.3916,1,14,4
gpt_b004_P1_r1,15,подмена символов и гомоглифы,1,A,seo,P1,gpt,41.5459,35.1852,-6.3607,6.3607,1,14,4
gpt_b004_P3_r1,15,подмена символов и гомоглифы,1,A,seo,P3,gpt,35.0242,29.6296,-5.3946,5.3946,1,14,4
gpt_b021_P3_r2,15,подмена символов и гомоглифы,1,A,analytics,P3,gpt,52.4155,52.6455,0.2300,0.2300,0,14,4
gpt_b026_P1_r1,15,подмена символов и гомоглифы,1,A,analytics,P1,gpt,61.1715,61.4418,0.2703,0.2703,0,14,4
gpt_b028_P2_r1,15,подмена символов и гомоглифы,1,A,analytics,P2,gpt,43.7802,31.2831,-12.4971,12.4971,1,14,4
gpt_b031_P1_r1,15,подмена символов и гомоглифы,1,A,commercial,P1,gpt,29.7705,41.3360,11.5655,11.5655,1,14,4
gpt_b040_P2_r1,15,подмена символов и гомоглифы,1,A,commercial,P2,gpt,60.1449,50.0000,-10.1449,10.1449,1,14,4
human_hard_rusltc_0001,15,подмена символов и гомоглифы,1,H,translation,,,45.2899,46.1640,0.8741,0.8741,0,14,4
human_hard_rusltc_0002,15,подмена символов и гомоглифы,1,H,translation,,,46.7391,40.8730,-5.8661,5.8661,1,14,4
human_hard_rusltc_0003,15,подмена символов и гомоглифы,1,H,translation,,,51.2681,49.8016,-1.4665,1.4665,0,14,4
human_hard_rusltc_0055,15,подмена символов и гомоглифы,1,H,translation,,,40.5797,36.2434,-4.3363,4.3363,0,14,4
human_hard_rusltc_0068,15,подмена символов и гомоглифы,1,H,translation,,,17.3913,23.0159,5.6246,5.6246,1,14,4
human_hard_rusltc_0073,15,подмена символов и гомоглифы,1,H,translation,,,54.8309,58.2011,3.3702,3.3702,0,14,4
human_news_buriy_2014_0027,15,подмена символов и гомоглифы,1,H,news,,,29.3478,22.6190,-6.7288,6.7288,1,14,4
human_news_buriy_2014_0034,15,подмена символов и гомоглифы,1,H,news,,,47.2222,50.9259,3.7037,3.7037,0,14,4
human_news_gazeta_0031,15,подмена символов и гомоглифы,1,H,news,,,36.3527,35.0529,-1.2998,1.2998,0,14,4
human_news_gazeta_0040,15,подмена символов и гомоглифы,1,H,news,,,29.1063,25.1323,-3.9740,3.9740,0,14,4
human_news_lenta_0001,15,подмена символов и гомоглифы,1,H,news,,,49.2150,48.3466,-0.8684,0.8684,0,14,4
human_news_lenta_0016,15,подмена символов и гомоглифы,1,H,news,,,61.2319,59.1270,-2.1049,2.1049,0,14,4
human_prose_taiga_arzamas_0050,15,подмена символов и гомоглифы,1,H,prose,,,26.2077,21.5608,-4.6469,4.6469,0,14,4
human_prose_taiga_arzamas_0051,15,подмена символов и гомоглифы,1,H,prose,,,39.0097,43.5185,4.5088,4.5088,0,14,4
human_prose_taiga_magazines_0048,15,подмена символов и гомоглифы,1,H,prose,,,55.1329,57.2090,2.0761,2.0761,0,14,4
human_prose_taiga_magazines_0053,15,подмена символов и гомоглифы,1,H,prose,,,17.2101,18.8492,1.6391,1.6391,0,14,4
human_prose_taiga_proza_0034,15,подмена символов и гомоглифы,1,H,prose,,,34.0580,30.1587,-3.8993,3.8993,0,14,4
human_prose_taiga_proza_0056,15,подмена символов и гомоглифы,1,H,prose,,,37.0169,29.4312,-7.5857,7.5857,1,14,4
human_science_cyberleninka_0026,15,подмена символов и гомоглифы,1,H,science,,,35.0845,38.4259,3.3414,3.3414,0,14,4
human_science_cyberleninka_0031,15,подмена символов и гомоглифы,1,H,science,,,41.1836,30.0265,-11.1571,11.1571,1,14,4
human_science_cyberleninka_0032,15,подмена символов и гомоглифы,1,H,science,,,37.5604,33.9947,-3.5657,3.5657,0,14,4
human_science_cyberleninka_0053,15,подмена символов и гомоглифы,1,H,science,,,46.7995,44.9074,-1.8921,1.8921,0,14,4
human_science_spbgu_0024,15,подмена символов и гомоглифы,1,H,science,,,51.9324,49.2063,-2.7261,2.7261,0,14,4
human_science_urfu_0028,15,подмена символов и гомоглифы,1,H,science,,,41.7874,33.0688,-8.7186,8.7186,1,14,4
human_seo_alaev_0004,15,подмена символов и гомоглифы,1,H,seo,,,37.8623,37.5000,-0.3623,0.3623,0,14,4
human_seo_convertmonster_0001,15,подмена символов и гомоглифы,1,H,seo,,,28.3816,21.5608,-6.8208,6.8208,1,14,4
human_seo_devaka_ru_0004,15,подмена символов и гомоглифы,1,H,seo,,,36.9565,27.7778,-9.1787,9.1787,1,14,4
human_seo_drmax_0002,15,подмена символов и гомоглифы,1,H,seo,,,38.1039,44.9074,6.8035,6.8035,1,14,4
human_seo_drmax_su_0001,15,подмена символов и гомоглифы,1,H,seo,,,29.7101,20.6349,-9.0752,9.0752,1,14,4
human_seo_labrika_0002,15,подмена символов и гомоглифы,1,H,seo,,,26.1473,31.8122,5.6649,5.6649,1,14,4
nemotron_b012_P1_r1,15,подмена символов и гомоглифы,1,A,seo,P1,nemotron,53.3213,44.1138,-9.2075,9.2075,1,14,4
nemotron_b015_P3_r2,15,подмена символов и гомоглифы,1,A,seo,P3,nemotron,61.7754,57.3413,-4.4341,4.4341,0,14,4
nemotron_b016_P1_r1,15,подмена символов и гомоглифы,1,A,analytics,P1,nemotron,52.5362,45.6349,-6.9013,6.9013,1,14,4
nemotron_b022_P3_r2,15,подмена символов и гомоглифы,1,A,analytics,P3,nemotron,38.8889,33.8624,-5.0265,5.0265,1,14,4
nemotron_b028_P1_r2,15,подмена символов и гомоглифы,1,A,analytics,P1,nemotron,65.2778,54.0344,-11.2434,11.2434,1,14,4
nemotron_b033_P2_r2,15,подмена символов и гомоглифы,1,A,commercial,P2,nemotron,60.1449,51.5873,-8.5576,8.5576,1,14,4
nemotron_b038_P1_r2,15,подмена символов и гомоглифы,1,A,commercial,P1,nemotron,55.1932,44.5767,-10.6165,10.6165,1,14,4
real_claude_b015_P2_r1,15,подмена символов и гомоглифы,1,A,seo,P2,real_claude,58.5145,43.4524,-15.0621,15.0621,1,14,4
real_claude_b018_P3_r2,15,подмена символов и гомоглифы,1,A,analytics,P3,real_claude,45.7126,43.7169,-1.9957,1.9957,0,14,4
real_claude_b024_P1_r2,15,подмена символов и гомоглифы,1,A,analytics,P1,real_claude,53.4420,45.0397,-8.4023,8.4023,1,14,4
real_claude_b025_P2_r1,15,подмена символов и гомоглифы,1,A,analytics,P2,real_claude,46.2560,28.4392,-17.8168,17.8168,1,14,4
real_claude_b034_P2_r2,15,подмена символов и гомоглифы,1,A,commercial,P2,real_claude,72.8865,52.8439,-20.0426,20.0426,1,14,4
real_claude_b040_P3_r2,15,подмена символов и гомоглифы,1,A,commercial,P3,real_claude,43.7198,36.7725,-6.9473,6.9473,1,14,4
real_claude_b042_P3_r2,15,подмена символов и гомоглифы,1,A,commercial,P3,real_claude,29.0459,26.2566,-2.7893,2.7893,0,14,4
real_claude_b045_P3_r1,15,подмена символов и гомоглифы,1,A,commercial,P3,real_claude,53.5024,49.0741,-4.4283,4.4283,0,14,4
deepseek_pro_b002_P3_r1,16,перенос между форматами,1,A,seo,P3,deepseek_pro,39.0097,39.5503,0.5406,0.5406,0,14,4
deepseek_pro_b004_P2_r1,16,перенос между форматами,1,A,seo,P2,deepseek_pro,63.7681,54.3651,-9.4030,9.4030,1,14,4
deepseek_pro_b007_P3_r2,16,перенос между форматами,1,A,seo,P3,deepseek_pro,47.5845,42.5926,-4.9919,4.9919,0,14,4
deepseek_pro_b009_P1_r1,16,перенос между форматами,1,A,seo,P1,deepseek_pro,49.1546,44.3122,-4.8424,4.8424,0,14,4
deepseek_pro_b009_P2_r2,16,перенос между форматами,1,A,seo,P2,deepseek_pro,53.0797,51.3228,-1.7569,1.7569,0,14,4
deepseek_pro_b021_P2_r2,16,перенос между форматами,1,A,analytics,P2,deepseek_pro,59.8430,45.7011,-14.1419,14.1419,1,14,4
deepseek_pro_b037_P2_r2,16,перенос между форматами,1,A,commercial,P2,deepseek_pro,61.2923,63.8228,2.5305,2.5305,0,14,4
deepseek_pro_b038_P1_r2,16,перенос между форматами,1,A,commercial,P1,deepseek_pro,43.0556,39.2196,-3.8360,3.8360,0,14,4
gpt_b004_P1_r1,16,перенос между форматами,1,A,seo,P1,gpt,41.5459,35.1852,-6.3607,6.3607,1,14,4
gpt_b004_P3_r1,16,перенос между форматами,1,A,seo,P3,gpt,35.0242,29.6296,-5.3946,5.3946,1,14,4
gpt_b021_P3_r2,16,перенос между форматами,1,A,analytics,P3,gpt,52.4155,52.6455,0.2300,0.2300,0,14,4
gpt_b026_P1_r1,16,перенос между форматами,1,A,analytics,P1,gpt,61.1715,61.4418,0.2703,0.2703,0,14,4
gpt_b028_P2_r1,16,перенос между форматами,1,A,analytics,P2,gpt,43.7802,31.0847,-12.6955,12.6955,1,14,4
gpt_b031_P1_r1,16,перенос между форматами,1,A,commercial,P1,gpt,29.7705,36.5741,6.8036,6.8036,1,14,4
gpt_b040_P2_r1,16,перенос между форматами,1,A,commercial,P2,gpt,60.1449,46.5608,-13.5841,13.5841,1,14,4
human_hard_rusltc_0001,16,перенос между форматами,1,H,translation,,,45.2899,46.1640,0.8741,0.8741,0,14,4
human_hard_rusltc_0002,16,перенос между форматами,1,H,translation,,,46.7391,40.8730,-5.8661,5.8661,1,14,4
human_hard_rusltc_0003,16,перенос между форматами,1,H,translation,,,51.2681,49.8016,-1.4665,1.4665,0,14,4
human_hard_rusltc_0055,16,перенос между форматами,1,H,translation,,,40.5797,38.0952,-2.4845,2.4845,0,14,4
human_hard_rusltc_0068,16,перенос между форматами,1,H,translation,,,17.3913,23.0159,5.6246,5.6246,1,14,4
human_hard_rusltc_0073,16,перенос между форматами,1,H,translation,,,54.8309,55.2910,0.4601,0.4601,0,14,4
human_news_buriy_2014_0027,16,перенос между форматами,1,H,news,,,29.3478,22.6190,-6.7288,6.7288,1,14,4
human_news_buriy_2014_0034,16,перенос между форматами,1,H,news,,,47.2222,50.9259,3.7037,3.7037,0,14,4
human_news_gazeta_0031,16,перенос между форматами,1,H,news,,,36.3527,35.0529,-1.2998,1.2998,0,14,4
human_news_gazeta_0040,16,перенос между форматами,1,H,news,,,29.1063,25.1323,-3.9740,3.9740,0,14,4
human_news_lenta_0001,16,перенос между форматами,1,H,news,,,49.2150,48.3466,-0.8684,0.8684,0,14,4
human_news_lenta_0016,16,перенос между форматами,1,H,news,,,61.2319,59.1270,-2.1049,2.1049,0,14,4
human_prose_taiga_arzamas_0050,16,перенос между форматами,1,H,prose,,,26.2077,26.3228,0.1151,0.1151,0,14,4
human_prose_taiga_arzamas_0051,16,перенос между форматами,1,H,prose,,,39.0097,43.5185,4.5088,4.5088,0,14,4
human_prose_taiga_magazines_0048,16,перенос между форматами,1,H,prose,,,55.1329,57.2090,2.0761,2.0761,0,14,4
human_prose_taiga_magazines_0053,16,перенос между форматами,1,H,prose,,,17.2101,18.8492,1.6391,1.6391,0,14,4
human_prose_taiga_proza_0034,16,перенос между форматами,1,H,prose,,,34.0580,30.1587,-3.8993,3.8993,0,14,4
human_prose_taiga_proza_0056,16,перенос между форматами,1,H,prose,,,37.0169,21.7593,-15.2576,15.2576,1,14,4
human_science_cyberleninka_0026,16,перенос между форматами,1,H,science,,,35.0845,38.4259,3.3414,3.3414,0,14,4
human_science_cyberleninka_0031,16,перенос между форматами,1,H,science,,,41.1836,30.0265,-11.1571,11.1571,1,14,4
human_science_cyberleninka_0032,16,перенос между форматами,1,H,science,,,37.5604,33.9947,-3.5657,3.5657,0,14,4
human_science_cyberleninka_0053,16,перенос между форматами,1,H,science,,,46.7995,41.9974,-4.8021,4.8021,0,14,4
human_science_spbgu_0024,16,перенос между форматами,1,H,science,,,51.9324,47.3545,-4.5779,4.5779,0,14,4
human_science_urfu_0028,16,перенос между форматами,1,H,science,,,41.7874,33.0688,-8.7186,8.7186,1,14,4
human_seo_alaev_0004,16,перенос между форматами,1,H,seo,,,37.8623,32.7381,-5.1242,5.1242,1,14,4
human_seo_convertmonster_0001,16,перенос между форматами,1,H,seo,,,28.3816,21.5608,-6.8208,6.8208,1,14,4
human_seo_devaka_ru_0004,16,перенос между форматами,1,H,seo,,,36.9565,32.5397,-4.4168,4.4168,0,14,4
human_seo_drmax_0002,16,перенос между форматами,1,H,seo,,,38.1039,44.9074,6.8035,6.8035,1,14,4
human_seo_drmax_su_0001,16,перенос между форматами,1,H,seo,,,29.7101,29.6296,-0.0805,0.0805,0,14,4
human_seo_labrika_0002,16,перенос между форматами,1,H,seo,,,26.1473,36.5741,10.4268,10.4268,1,14,4
nemotron_b012_P1_r1,16,перенос между форматами,1,A,seo,P1,nemotron,53.3213,61.3095,7.9882,7.9882,1,14,4
nemotron_b015_P3_r2,16,перенос между форматами,1,A,seo,P3,nemotron,61.7754,54.9603,-6.8151,6.8151,1,14,4
nemotron_b016_P1_r1,16,перенос между форматами,1,A,analytics,P1,nemotron,52.5362,66.7989,14.2627,14.2627,1,14,4
